"ItemIndex","ItemShape","CosShape"
"981103","5830","0"
"981104","5830","0"
"981105","5830","0"
"981106","5830","0"
"981107","5830","0"
"981108","5830","0"
"981109","5033","0"
"981110","5033","0"
"981111","5033","0"
"981112","5714","0"
"981113","5714","0"
"981114","5591","0"
"981115","3497","0"
"981116","5033","0"
"981117","5033","0"
"981118","5033","0"
"981119","3497","0"
"981120","5327","0"
"981121","6103","0"
"981122","6104","0"
"981123","6105","0"
"981124","6106","0"
"981125","6107","0"
"981126","1389","0"
"981127","6157","0"
"981128","6158","0"
"981129","6159","0"
"981130","6159","0"
"981131","6158","0"
"981132","6264","0"
"981133","6265","0"
"981134","6266","0"
"981135","6267","0"
"981136","6359","0"
"981137","6360","0"
"981138","6361","0"
"981139","6362","0"
"981140","6363","0"
"981141","6364","0"
"981142","5441","0"
"981143","5452","0"
"981144","5441","0"
"981145","5452","0"
"981146","5033","0"
"981147","5033","0"
"981148","5033","0"
"981149","5327","0"
"981150","1389","0"
"981151","943","0"
"981152","5033","0"
"981153","5033","0"
"981154","5033","0"
"990000","571","0"
"990001","571","0"
"990002","571","0"
"990003","571","0"
"990004","571","0"
"990005","571","0"
"990006","571","0"
"990007","571","0"
"990008","571","0"
"990009","571","0"
"990010","576","0"
"990011","576","0"
"990012","576","0"
"990013","576","0"
"990014","576","0"
"990015","576","0"
"990016","576","0"
"990017","576","0"
"990018","576","0"
"990019","576","0"
"990020","573","0"
"990021","573","0"
"990022","573","0"
"990023","573","0"
"990024","573","0"
"990025","573","0"
"990026","573","0"
"990027","573","0"
"990028","573","0"
"990029","573","0"
"990030","578","0"
"990031","578","0"
"990032","578","0"
"990033","578","0"
"990034","578","0"
"990035","578","0"
"990036","578","0"
"990037","578","0"
"990038","578","0"
"990039","578","0"
"990040","577","0"
"990041","577","0"
"990042","577","0"
"990043","577","0"
"990044","577","0"
"990045","577","0"
"990046","577","0"
"990047","577","0"
"990048","577","0"
"990049","577","0"
"990050","574","0"
"990051","574","0"
"990052","574","0"
"990053","574","0"
"990054","574","0"
"990055","574","0"
"990056","574","0"
"990057","574","0"
"990058","574","0"
"990059","574","0"
"990060","572","0"
"990061","572","0"
"990062","572","0"
"990063","572","0"
"990064","572","0"
"990065","572","0"
"990066","572","0"
"990067","572","0"
"990068","572","0"
"990069","572","0"
"990070","1067","0"
"990071","1478","0"
"990072","1478","0"
"990073","560","0"
"990074","559","0"
"990075","558","0"
"990076","557","0"
"990077","556","0"
"990078","555","0"
"990079","1043","0"
"990080","1041","0"
"990081","1042","0"
"990082","566","0"
"990083","566","0"
"990084","566","0"
"990085","566","0"
"990086","566","0"
"990087","566","0"
"990088","566","0"
"990089","566","0"
"990090","566","0"
"990091","566","0"
"990092","563","0"
"990093","563","0"
"990094","563","0"
"990095","563","0"
"990096","563","0"
"990097","563","0"
"990098","563","0"
"990099","563","0"
"990100","563","0"
"990101","563","0"
"990102","567","0"
"990103","567","0"
"990104","567","0"
"990105","567","0"
"990106","567","0"
"990107","567","0"
"990108","567","0"
"990109","567","0"
"990110","567","0"
"990111","567","0"
"990112","565","0"
"990113","565","0"
"990114","565","0"
"990115","565","0"
"990116","565","0"
"990117","565","0"
"990118","565","0"
"990119","565","0"
"990120","565","0"
"990121","565","0"
"990122","564","0"
"990123","564","0"
"990124","564","0"
"990125","564","0"
"990126","564","0"
"990127","564","0"
"990128","564","0"
"990129","564","0"
"990130","564","0"
"990131","564","0"
"990132","562","0"
"990133","562","0"
"990134","562","0"
"990135","562","0"
"990136","562","0"
"990137","562","0"
"990138","562","0"
"990139","562","0"
"990140","562","0"
"990141","562","0"
"990142","569","0"
"990143","569","0"
"990144","569","0"
"990145","569","0"
"990146","569","0"
"990147","569","0"
"990148","569","0"
"990149","569","0"
"990150","569","0"
"990151","569","0"
"990152","1034","0"
"990153","1032","0"
"990154","1414","0"
"990155","946","0"
"990156","1414","0"
"990157","946","0"
"990158","967","0"
"990159","968","0"
"990160","938","0"
"990161","937","0"
"990162","711","0"
"990163","711","0"
"990164","711","0"
"990165","711","0"
"990166","711","0"
"990167","711","0"
"990168","711","0"
"990169","711","0"
"997001","1162","0"
"997002","1162","0"
"997003","1162","0"
"997004","1162","0"
"997005","956","0"
"997006","956","0"
"997007","956","0"
"997008","956","0"
"997009","946","0"
"997010","946","0"
"997011","946","0"
"997012","946","0"
"1","1916","0"
"10001","1916","0"
"10002","1916","0"
"10003","1916","0"
"10004","1916","0"
"10005","1916","0"
"10006","1916","0"
"10007","1916","0"
"10008","1916","0"
"10009","1916","0"
"2","1914","0"
"10011","1914","0"
"10012","1914","0"
"10013","1914","0"
"10014","1914","0"
"10015","1914","0"
"10016","1914","0"
"10017","1914","0"
"10018","1914","0"
"10019","1914","0"
"3","1912","0"
"10021","1912","0"
"10022","1912","0"
"10023","1912","0"
"10024","1912","0"
"10025","1912","0"
"10026","1912","0"
"10027","1912","0"
"10028","1912","0"
"10029","1912","0"
"10030","1912","0"
"4","1910","0"
"10031","1910","0"
"10032","1910","0"
"10033","1910","0"
"10034","1910","0"
"10035","1910","0"
"10036","1910","0"
"10037","1910","0"
"10038","1910","0"
"10039","1910","0"
"5","1909","0"
"10041","1909","0"
"10042","1909","0"
"10043","1909","0"
"10044","1909","0"
"10045","1909","0"
"10046","1909","0"
"10047","1909","0"
"10048","1909","0"
"10049","1909","0"
"6","1908","0"
"10051","1908","0"
"10052","1908","0"
"10053","1908","0"
"10054","1908","0"
"10055","1908","0"
"10056","1908","0"
"10057","1908","0"
"10058","1908","0"
"10059","1908","0"
"10060","1908","0"
"7","1907","0"
"10081","1907","0"
"10082","1907","0"
"10083","1907","0"
"10084","1907","0"
"10085","1907","0"
"10086","1907","0"
"10087","1907","0"
"10088","1907","0"
"10089","1907","0"
"8","1906","0"
"10091","1906","0"
"10092","1906","0"
"10093","1906","0"
"10094","1906","0"
"10095","1906","0"
"10096","1906","0"
"10097","1906","0"
"10098","1906","0"
"10099","1906","0"
"9","1905","0"
"10111","1905","0"
"10112","1905","0"
"10113","1905","0"
"10114","1905","0"
"10115","1905","0"
"10116","1905","0"
"10117","1905","0"
"10118","1905","0"
"10119","1905","0"
"10120","1905","0"
"10","1903","0"
"10131","1903","0"
"10132","1903","0"
"10133","1903","0"
"10134","1903","0"
"10135","1903","0"
"10136","1903","0"
"10137","1903","0"
"10138","1903","0"
"10139","1903","0"
"11","1902","0"
"10141","1902","0"
"10142","1902","0"
"10143","1902","0"
"10144","1902","0"
"10145","1902","0"
"10146","1902","0"
"10147","1902","0"
"10148","1902","0"
"10149","1902","0"
"140000","1901","0"
"140001","1901","0"
"140002","1901","0"
"140003","1901","0"
"140004","1901","0"
"140005","1901","0"
"140006","1901","0"
"140007","1901","0"
"140008","1901","0"
"140009","1901","0"
"140022","3640","0"
"140023","3640","0"
"140024","3640","0"
"140025","3640","0"
"140026","3640","0"
"140027","3640","0"
"140028","3640","0"
"140029","3640","0"
"140030","3640","0"
"140031","3640","0"
"140032","3640","0"
"140033","3925","0"
"140034","3925","0"
"140035","3925","0"
"140036","3925","0"
"140037","3925","0"
"140038","3925","0"
"140039","3925","0"
"140040","3925","0"
"140041","3925","0"
"140042","3925","0"
"140043","3925","0"
"140044","3930","0"
"140045","3930","0"
"140046","3930","0"
"140047","3930","0"
"140048","3930","0"
"140049","3930","0"
"140050","3930","0"
"140051","3930","0"
"140052","3930","0"
"140053","3930","0"
"140054","3930","0"
"140055","1900","0"
"140056","1900","0"
"140057","3925","0"
"140058","3925","0"
"140059","3930","0"
"140060","3930","0"
"140061","1900","0"
"140062","3925","0"
"140063","3930","0"
"140064","1900","0"
"140065","3925","0"
"140066","3930","0"
"140067","1903","0"
"140068","1900","0"
"140069","3925","0"
"140070","3930","0"
"140071","1902","0"
"140072","4893","0"
"140073","4893","0"
"140074","4893","0"
"140075","4893","0"
"140076","4893","0"
"140077","4893","0"
"140078","4893","0"
"140079","4893","0"
"140080","4893","0"
"140081","4893","0"
"140082","4893","0"
"140083","4893","0"
"140084","5178","0"
"140085","5178","0"
"140086","5178","0"
"140087","5178","0"
"140088","5178","0"
"140089","5178","0"
"140090","5178","0"
"140091","5178","0"
"140092","5178","0"
"140093","5178","0"
"140094","5178","0"
"50","1904","0"
"10121","1904","0"
"10122","1904","0"
"10123","1904","0"
"10124","1904","0"
"10125","1904","0"
"10126","1904","0"
"10127","1904","0"
"10128","1904","0"
"10129","1904","0"
"51","2368","0"
"10501","2368","0"
"10502","2368","0"
"10503","2368","0"
"10504","2368","0"
"10505","2368","0"
"10506","2368","0"
"10507","2368","0"
"10508","2368","0"
"10509","2368","0"
"52","2366","0"
"10511","2366","0"
"10512","2366","0"
"10513","2366","0"
"10514","2366","0"
"10515","2366","0"
"10516","2366","0"
"10517","2366","0"
"10518","2366","0"
"10519","2366","0"
"53","2363","0"
"10521","2363","0"
"10522","2363","0"
"10523","2363","0"
"10524","2363","0"
"10525","2363","0"
"10526","2363","0"
"10527","2363","0"
"10528","2363","0"
"10529","2363","0"
"10530","2363","0"
"54","2360","0"
"10531","2360","0"
"10532","2360","0"
"10533","2360","0"
"10534","2360","0"
"10535","2360","0"
"10536","2360","0"
"10537","2360","0"
"10538","2360","0"
"10539","2360","0"
"55","2358","0"
"10541","2358","0"
"10542","2358","0"
"10543","2358","0"
"10544","2358","0"
"10545","2358","0"
"10546","2358","0"
"10547","2358","0"
"10548","2358","0"
"10549","2358","0"
"56","2356","0"
"10551","2356","0"
"10552","2356","0"
"10553","2356","0"
"10554","2356","0"
"10555","2356","0"
"10556","2356","0"
"10557","2356","0"
"10558","2356","0"
"10559","2356","0"
"10560","2356","0"
"57","2355","0"
"10621","2355","0"
"10622","2355","0"
"10623","2355","0"
"10624","2355","0"
"10625","2355","0"
"10626","2355","0"
"10627","2355","0"
"10628","2355","0"
"10629","2355","0"
"58","2354","0"
"10631","2354","0"
"10632","2354","0"
"10633","2354","0"
"10634","2354","0"
"10635","2354","0"
"10636","2354","0"
"10637","2354","0"
"10638","2354","0"
"10639","2354","0"
"59","2353","0"
"10651","2353","0"
"10652","2353","0"
"10653","2353","0"
"10654","2353","0"
"10655","2353","0"
"10656","2353","0"
"10657","2353","0"
"10658","2353","0"
"10659","2353","0"
"10660","2353","0"
"60","2352","0"
"10661","2352","0"
"10662","2352","0"
"10663","2352","0"
"10664","2352","0"
"10665","2352","0"
"10666","2352","0"
"10667","2352","0"
"10668","2352","0"
"10669","2352","0"
"61","2351","0"
"10671","2351","0"
"10672","2351","0"
"10673","2351","0"
"10674","2351","0"
"10675","2351","0"
"10676","2351","0"
"10677","2351","0"
"10678","2351","0"
"10679","2351","0"
"160000","2350","0"
"160001","2350","0"
"160002","2350","0"
"160003","2350","0"
"160004","2350","0"
"160005","2350","0"
"160006","2350","0"
"160007","2350","0"
"160008","2350","0"
"160009","2350","0"
"160010","2713","0"
"160011","2713","0"
"160012","2713","0"
"160013","2713","0"
"160014","2713","0"
"160015","2713","0"
"160016","2713","0"
"160017","2713","0"
"160018","2713","0"
"160019","2713","0"
"160022","2349","0"
"160023","3642","0"
"160024","3642","0"
"160025","3642","0"
"160026","3642","0"
"160027","3642","0"
"160028","3642","0"
"160029","3642","0"
"160030","3642","0"
"160031","3642","0"
"160032","3642","0"
"160033","3642","0"
"160034","3927","0"
"160035","3927","0"
"160036","3927","0"
"160037","3927","0"
"160038","3927","0"
"160039","3927","0"
"160040","3927","0"
"160041","3927","0"
"160042","3927","0"
"160043","3927","0"
"160044","3927","0"
"160045","3932","0"
"160046","3932","0"
"160047","3932","0"
"160048","3932","0"
"160049","3932","0"
"160050","3932","0"
"160051","3932","0"
"160052","3932","0"
"160053","3932","0"
"160054","3932","0"
"160055","3932","0"
"160056","2349","0"
"160057","2349","0"
"160058","3927","0"
"160059","3927","0"
"160060","3932","0"
"160061","3932","0"
"160062","2349","0"
"160063","3927","0"
"160064","3932","0"
"160065","2349","0"
"160066","3927","0"
"160067","3932","0"
"160068","2352","0"
"160069","2349","0"
"160070","3927","0"
"160071","3932","0"
"160072","2351","0"
"160073","4895","0"
"160074","4895","0"
"160075","4895","0"
"160076","4895","0"
"160077","4895","0"
"160078","4895","0"
"160079","4895","0"
"160080","4895","0"
"160081","4895","0"
"160082","4895","0"
"160083","4895","0"
"160084","4895","0"
"160085","5202","0"
"160086","5202","0"
"160087","5202","0"
"160088","5202","0"
"160089","5202","0"
"160090","5202","0"
"160091","5202","0"
"160092","5202","0"
"160093","5202","0"
"160094","5202","0"
"160095","5202","0"
"97","2357","0"
"10561","2357","0"
"10562","2357","0"
"10563","2357","0"
"10564","2357","0"
"10565","2357","0"
"10566","2357","0"
"10567","2357","0"
"10568","2357","0"
"10569","2357","0"
"98","2359","0"
"10571","2359","0"
"10572","2359","0"
"10573","2359","0"
"10574","2359","0"
"10575","2359","0"
"10576","2359","0"
"10577","2359","0"
"10578","2359","0"
"10579","2359","0"
"99","2362","0"
"10581","2362","0"
"10582","2362","0"
"10583","2362","0"
"10584","2362","0"
"10585","2362","0"
"10586","2362","0"
"10587","2362","0"
"10588","2362","0"
"10589","2362","0"
"100","2365","0"
"10591","2365","0"
"10592","2365","0"
"10593","2365","0"
"10594","2365","0"
"10595","2365","0"
"10596","2365","0"
"10597","2365","0"
"10598","2365","0"
"10599","2365","0"
"101","2115","0"
"11001","2115","0"
"11002","2115","0"
"11003","2115","0"
"11004","2115","0"
"11005","2115","0"
"11006","2115","0"
"11007","2115","0"
"11008","2115","0"
"11009","2115","0"
"102","2111","0"
"11011","2111","0"
"11012","2111","0"
"11013","2111","0"
"11014","2111","0"
"11015","2111","0"
"11016","2111","0"
"11017","2111","0"
"11018","2111","0"
"11019","2111","0"
"103","2107","0"
"11021","2107","0"
"11022","2107","0"
"11023","2107","0"
"11024","2107","0"
"11025","2107","0"
"11026","2107","0"
"11027","2107","0"
"11028","2107","0"
"11029","2107","0"
"11030","2107","0"
"104","2103","0"
"11031","2103","0"
"11032","2103","0"
"11033","2103","0"
"11034","2103","0"
"11035","2103","0"
"11036","2103","0"
"11037","2103","0"
"11038","2103","0"
"11039","2103","0"
"105","2101","0"
"11041","2101","0"
"11042","2101","0"
"11043","2101","0"
"11044","2101","0"
"11045","2101","0"
"11046","2101","0"
"11047","2101","0"
"11048","2101","0"
"11049","2101","0"
"106","2099","0"
"11051","2099","0"
"11052","2099","0"
"11053","2099","0"
"11054","2099","0"
"11055","2099","0"
"11056","2099","0"
"11057","2099","0"
"11058","2099","0"
"11059","2099","0"
"11060","2099","0"
"107","2098","0"
"11151","2098","0"
"11152","2098","0"
"11153","2098","0"
"11154","2098","0"
"11155","2098","0"
"11156","2098","0"
"11157","2098","0"
"11158","2098","0"
"11159","2098","0"
"108","2097","0"
"11161","2097","0"
"11162","2097","0"
"11163","2097","0"
"11164","2097","0"
"11165","2097","0"
"11166","2097","0"
"11167","2097","0"
"11168","2097","0"
"11169","2097","0"
"109","2096","0"
"11181","2096","0"
"11182","2096","0"
"11183","2096","0"
"11184","2096","0"
"11185","2096","0"
"11186","2096","0"
"11187","2096","0"
"11188","2096","0"
"11189","2096","0"
"11190","2096","0"
"110","2094","0"
"11231","2094","0"
"11232","2094","0"
"11233","2094","0"
"11234","2094","0"
"11235","2094","0"
"11236","2094","0"
"11237","2094","0"
"11238","2094","0"
"11239","2094","0"
"111","2093","0"
"11281","2093","0"
"11282","2093","0"
"11283","2093","0"
"11284","2093","0"
"11285","2093","0"
"11286","2093","0"
"11287","2093","0"
"11288","2093","0"
"11289","2093","0"
"100000","2091","0"
"100001","2091","0"
"100002","2091","0"
"100003","2091","0"
"100004","2091","0"
"100005","2091","0"
"100006","2091","0"
"100007","2091","0"
"100008","2091","0"
"100009","2091","0"
"100011","3644","0"
"100012","3644","0"
"100013","3644","0"
"100014","3644","0"
"100015","3644","0"
"100016","3644","0"
"100017","3644","0"
"100018","3644","0"
"100019","3644","0"
"100020","3644","0"
"100021","3644","0"
"100022","3929","0"
"100023","3929","0"
"100024","3929","0"
"100025","3929","0"
"100026","3929","0"
"100027","3929","0"
"100028","3929","0"
"100029","3929","0"
"100030","3929","0"
"100031","3929","0"
"100032","3929","0"
"100033","3934","0"
"100034","3934","0"
"100035","3934","0"
"100036","3934","0"
"100037","3934","0"
"100038","3934","0"
"100039","3934","0"
"100040","3934","0"
"100041","3934","0"
"100042","3934","0"
"100043","3934","0"
"100044","2085","0"
"100045","2085","0"
"100046","3929","0"
"100047","3929","0"
"100048","3934","0"
"100049","3934","0"
"100050","2085","0"
"100051","3929","0"
"100052","3934","0"
"100053","2085","0"
"100054","3929","0"
"100055","3934","0"
"100056","2094","0"
"100057","2085","0"
"100058","3929","0"
"100059","3934","0"
"100060","2093","0"
"100061","4897","0"
"100062","4897","0"
"100063","4897","0"
"100064","4897","0"
"100065","4897","0"
"100066","4897","0"
"100067","4897","0"
"100068","4897","0"
"100069","4897","0"
"100070","4897","0"
"100071","4897","0"
"100072","4897","0"
"100073","5154","0"
"100074","5154","0"
"100075","5154","0"
"100076","5154","0"
"100077","5154","0"
"100078","5154","0"
"100079","5154","0"
"100080","5154","0"
"100081","5154","0"
"100082","5154","0"
"100083","5154","0"
"100084","5374","0"
"100085","5374","0"
"100086","5374","0"
"100087","5374","0"
"100088","5374","0"
"100089","5374","0"
"100090","5374","0"
"100091","5374","0"
"100092","5374","0"
"100093","5374","0"
"100094","5374","0"
"145","2095","0"
"11191","2095","0"
"11192","2095","0"
"11193","2095","0"
"11194","2095","0"
"11195","2095","0"
"11196","2095","0"
"11197","2095","0"
"11198","2095","0"
"11199","2095","0"
"146","2100","0"
"11061","2100","0"
"11062","2100","0"
"11063","2100","0"
"11064","2100","0"
"11065","2100","0"
"11066","2100","0"
"11067","2100","0"
"11068","2100","0"
"11069","2100","0"
"147","2102","0"
"11071","2102","0"
"11072","2102","0"
"11073","2102","0"
"11074","2102","0"
"11075","2102","0"
"11076","2102","0"
"11077","2102","0"
"11078","2102","0"
"11079","2102","0"
"148","2106","0"
"11081","2106","0"
"11082","2106","0"
"11083","2106","0"
"11084","2106","0"
"11085","2106","0"
"11086","2106","0"
"11087","2106","0"
"11088","2106","0"
"11089","2106","0"
"149","2110","0"
"11091","2110","0"
"11092","2110","0"
"11093","2110","0"
"11094","2110","0"
"11095","2110","0"
"11096","2110","0"
"11097","2110","0"
"11098","2110","0"
"11099","2110","0"
"150","2114","0"
"11101","2114","0"
"11102","2114","0"
"11103","2114","0"
"11104","2114","0"
"11105","2114","0"
"11106","2114","0"
"11107","2114","0"
"11108","2114","0"
"11109","2114","0"
"151","2732","0"
"11501","2732","0"
"11502","2732","0"
"11503","2732","0"
"11504","2732","0"
"11505","2732","0"
"11506","2732","0"
"11507","2732","0"
"11508","2732","0"
"11509","2732","0"
"152","2730","0"
"11511","2730","0"
"11512","2730","0"
"11513","2730","0"
"11514","2730","0"
"11515","2730","0"
"11516","2730","0"
"11517","2730","0"
"11518","2730","0"
"11519","2730","0"
"153","2728","0"
"11521","2728","0"
"11522","2728","0"
"11523","2728","0"
"11524","2728","0"
"11525","2728","0"
"11526","2728","0"
"11527","2728","0"
"11528","2728","0"
"11529","2728","0"
"11530","2728","0"
"154","2725","0"
"11531","2725","0"
"11532","2725","0"
"11533","2725","0"
"11534","2725","0"
"11535","2725","0"
"11536","2725","0"
"11537","2725","0"
"11538","2725","0"
"11539","2725","0"
"155","2723","0"
"11541","2723","0"
"11542","2723","0"
"11543","2723","0"
"11544","2723","0"
"11545","2723","0"
"11546","2723","0"
"11547","2723","0"
"11548","2723","0"
"11549","2723","0"
"156","2721","0"
"11551","2721","0"
"11552","2721","0"
"11553","2721","0"
"11554","2721","0"
"11555","2721","0"
"11556","2721","0"
"11557","2721","0"
"11558","2721","0"
"11559","2721","0"
"11560","2721","0"
"157","2720","0"
"11611","2720","0"
"11612","2720","0"
"11613","2720","0"
"11614","2720","0"
"11615","2720","0"
"11616","2720","0"
"11617","2720","0"
"11618","2720","0"
"11619","2720","0"
"158","2719","0"
"11621","2719","0"
"11622","2719","0"
"11623","2719","0"
"11624","2719","0"
"11625","2719","0"
"11626","2719","0"
"11627","2719","0"
"11628","2719","0"
"11629","2719","0"
"159","2718","0"
"11641","2718","0"
"11642","2718","0"
"11643","2718","0"
"11644","2718","0"
"11645","2718","0"
"11646","2718","0"
"11647","2718","0"
"11648","2718","0"
"11649","2718","0"
"11650","2718","0"
"160","2717","0"
"11651","2717","0"
"11652","2717","0"
"11653","2717","0"
"11654","2717","0"
"11655","2717","0"
"11656","2717","0"
"11657","2717","0"
"11658","2717","0"
"11659","2717","0"
"161","2716","0"
"11661","2716","0"
"11662","2716","0"
"11663","2716","0"
"11664","2716","0"
"11665","2716","0"
"11666","2716","0"
"11667","2716","0"
"11668","2716","0"
"11669","2716","0"
"180000","2715","0"
"180001","2715","0"
"180002","2715","0"
"180003","2715","0"
"180004","2715","0"
"180005","2715","0"
"180006","2715","0"
"180007","2715","0"
"180008","2715","0"
"180009","2715","0"
"180010","2348","0"
"180011","2348","0"
"180012","2348","0"
"180013","2348","0"
"180014","2348","0"
"180015","2348","0"
"180016","2348","0"
"180017","2348","0"
"180018","2348","0"
"180019","2348","0"
"180022","2714","0"
"180023","3641","0"
"180024","3641","0"
"180025","3641","0"
"180026","3641","0"
"180027","3641","0"
"180028","3641","0"
"180029","3641","0"
"180030","3641","0"
"180031","3641","0"
"180032","3641","0"
"180033","3641","0"
"180034","2713","0"
"180035","3926","0"
"180036","3926","0"
"180037","3926","0"
"180038","3926","0"
"180039","3926","0"
"180040","3926","0"
"180041","3926","0"
"180042","3926","0"
"180043","3926","0"
"180044","3926","0"
"180045","3926","0"
"180046","3931","0"
"180047","3931","0"
"180048","3931","0"
"180049","3931","0"
"180050","3931","0"
"180051","3931","0"
"180052","3931","0"
"180053","3931","0"
"180054","3931","0"
"180055","3931","0"
"180056","3931","0"
"180057","2714","0"
"180058","2714","0"
"180059","3926","0"
"180060","3926","0"
"180061","3931","0"
"180062","3931","0"
"180063","2714","0"
"180064","3926","0"
"180065","3931","0"
"180066","2714","0"
"180067","3926","0"
"180068","3931","0"
"180069","2713","0"
"180070","2717","0"
"180071","2714","0"
"180072","3926","0"
"180073","3931","0"
"180074","2713","0"
"180075","2716","0"
"180076","4894","0"
"180077","4894","0"
"180078","4894","0"
"180079","4894","0"
"180080","4894","0"
"180081","4894","0"
"180082","4894","0"
"180083","4894","0"
"180084","4894","0"
"180085","4894","0"
"180086","4894","0"
"180087","4894","0"
"180088","5190","0"
"180089","5190","0"
"180090","5190","0"
"180091","5190","0"
"180092","5190","0"
"180093","5190","0"
"180094","5190","0"
"180095","5190","0"
"180096","5190","0"
"180097","5190","0"
"180098","5190","0"
"198","2722","0"
"11561","2722","0"
"11562","2722","0"
"11563","2722","0"
"11564","2722","0"
"11565","2722","0"
"11566","2722","0"
"11567","2722","0"
"11568","2722","0"
"11569","2722","0"
"199","2724","0"
"11571","2724","0"
"11572","2724","0"
"11573","2724","0"
"11574","2724","0"
"11575","2724","0"
"11576","2724","0"
"11577","2724","0"
"11578","2724","0"
"11579","2724","0"
"200","2727","0"
"11581","2727","0"
"11582","2727","0"
"11583","2727","0"
"11584","2727","0"
"11585","2727","0"
"11586","2727","0"
"11587","2727","0"
"11588","2727","0"
"11589","2727","0"
"201","2558","0"
"12001","2558","0"
"12002","2558","0"
"12003","2558","0"
"12004","2558","0"
"12005","2558","0"
"12006","2558","0"
"12007","2558","0"
"12008","2558","0"
"12009","2558","0"
"202","2556","0"
"12011","2556","0"
"12012","2556","0"
"12013","2556","0"
"12014","2556","0"
"12015","2556","0"
"12016","2556","0"
"12017","2556","0"
"12018","2556","0"
"12019","2556","0"
"203","2554","0"
"12021","2554","0"
"12022","2554","0"
"12023","2554","0"
"12024","2554","0"
"12025","2554","0"
"12026","2554","0"
"12027","2554","0"
"12028","2554","0"
"12029","2554","0"
"12030","2554","0"
"204","2552","0"
"12031","2552","0"
"12032","2552","0"
"12033","2552","0"
"12034","2552","0"
"12035","2552","0"
"12036","2552","0"
"12037","2552","0"
"12038","2552","0"
"12039","2552","0"
"205","2551","0"
"12041","2551","0"
"12042","2551","0"
"12043","2551","0"
"12044","2551","0"
"12045","2551","0"
"12046","2551","0"
"12047","2551","0"
"12048","2551","0"
"12049","2551","0"
"206","2550","0"
"12051","2550","0"
"12052","2550","0"
"12053","2550","0"
"12054","2550","0"
"12055","2550","0"
"12056","2550","0"
"12057","2550","0"
"12058","2550","0"
"12059","2550","0"
"12060","2550","0"
"207","2549","0"
"12081","2549","0"
"12082","2549","0"
"12083","2549","0"
"12084","2549","0"
"12085","2549","0"
"12086","2549","0"
"12087","2549","0"
"12088","2549","0"
"12089","2549","0"
"208","2548","0"
"12091","2548","0"
"12092","2548","0"
"12093","2548","0"
"12094","2548","0"
"12095","2548","0"
"12096","2548","0"
"12097","2548","0"
"12098","2548","0"
"12099","2548","0"
"209","2547","0"
"12111","2547","0"
"12112","2547","0"
"12113","2547","0"
"12114","2547","0"
"12115","2547","0"
"12116","2547","0"
"12117","2547","0"
"12118","2547","0"
"12119","2547","0"
"12120","2547","0"
"210","2545","0"
"12131","2545","0"
"12132","2545","0"
"12133","2545","0"
"12134","2545","0"
"12135","2545","0"
"12136","2545","0"
"12137","2545","0"
"12138","2545","0"
"12139","2545","0"
"211","2544","0"
"12141","2544","0"
"12142","2544","0"
"12143","2544","0"
"12144","2544","0"
"12145","2544","0"
"12146","2544","0"
"12147","2544","0"
"12148","2544","0"
"12149","2544","0"
"120000","2543","0"
"120001","2543","0"
"120002","2543","0"
"120003","2543","0"
"120004","2543","0"
"120005","2543","0"
"120006","2543","0"
"120007","2543","0"
"120008","2543","0"
"120009","2543","0"
"120021","2542","0"
"120022","3643","0"
"120023","3643","0"
"120024","3643","0"
"120025","3643","0"
"120026","3643","0"
"120027","3643","0"
"120028","3643","0"
"120029","3643","0"
"120030","3643","0"
"120031","3643","0"
"120032","3643","0"
"120033","3928","0"
"120034","3928","0"
"120035","3928","0"
"120036","3928","0"
"120037","3928","0"
"120038","3928","0"
"120039","3928","0"
"120040","3928","0"
"120041","3928","0"
"120042","3928","0"
"120043","3928","0"
"120044","3933","0"
"120045","3933","0"
"120046","3933","0"
"120047","3933","0"
"120048","3933","0"
"120049","3933","0"
"120050","3933","0"
"120051","3933","0"
"120052","3933","0"
"120053","3933","0"
"120054","3933","0"
"120055","2542","0"
"120056","2542","0"
"120057","3928","0"
"120058","3928","0"
"120059","3933","0"
"120060","3933","0"
"120061","2542","0"
"120062","3928","0"
"120063","3933","0"
"120064","2542","0"
"120065","3928","0"
"120066","3933","0"
"120067","2545","0"
"120068","2542","0"
"120069","3928","0"
"120070","3933","0"
"120071","2544","0"
"120072","4896","0"
"120073","4896","0"
"120074","4896","0"
"120075","4896","0"
"120076","4896","0"
"120077","4896","0"
"120078","4896","0"
"120079","4896","0"
"120080","4896","0"
"120081","4896","0"
"120082","4896","0"
"120083","4896","0"
"120084","5166","0"
"120085","5166","0"
"120086","5166","0"
"120087","5166","0"
"120088","5166","0"
"120089","5166","0"
"120090","5166","0"
"120091","5166","0"
"120092","5166","0"
"120093","5166","0"
"120094","5166","0"
"250","2546","0"
"12121","2546","0"
"12122","2546","0"
"12123","2546","0"
"12124","2546","0"
"12125","2546","0"
"12126","2546","0"
"12127","2546","0"
"12128","2546","0"
"12129","2546","0"
"251","2020","0"
"12501","2020","0"
"12502","2020","0"
"12503","2020","0"
"12504","2020","0"
"12505","2020","0"
"12506","2020","0"
"12507","2020","0"
"12508","2020","0"
"12509","2020","0"
"252","2018","0"
"12511","2018","0"
"12512","2018","0"
"12513","2018","0"
"12514","2018","0"
"12515","2018","0"
"12516","2018","0"
"12517","2018","0"
"12518","2018","0"
"12519","2018","0"
"253","2016","0"
