Item Index,Name,Rank,Type,Code,Attribute,Description,Quality,Job,ItemShape,CosShape,Action_Index,Appraisal,Value1,Value2,Trade,ReqLv,ReqHLv,Price,Width,Height,StackNumber,AutoStack,StackDrop_Min,StackDrop_Max,DropRate_LowQuality,DropRate_NormalQuality,DropRate_HighQuality,GroupIndex,No Data,Wear : Range,Wear : Speed,Wear : CriticalRate,Wear : Drop LV,Wear : Drop Option Number,Wear : Drop Socket 1EA Rate,Wear : Drop Socket 2EA Rate,Wear : Drop Socket 3EA Rate,Wear : Drop Socket 4EA Rate,Wear : Small Monster Attack Addition,Wear : Middle Monster Attack Addition,Wear : Large Monster Attack Addition,Wear : Boss Monster Attack Addition,Wear : Undead Monster Attack Addition,Option Index 1,Option Value 1,Option Index 2,Option Value 2,Option Index 3,Option Value 3,Option Index 4,Option Value 4,Option Index 5,Option Value 5,Option Index 6,Option Value 6,Expansion Option Index 1,Expansion Option Value 1,Expansion Option Index 2,Expansion Option Value 2,Expansion Option Index 3,Expansion Option Value 3,Expansion Option Index 4,Expansion Option Value 4,Expansion Option Index 5,Expansion Option Value 5,Expansion Option Index 6,Expansion Option Value 6,MinOption1,MaxOption1,MinOption2,MaxOption2,MinOption3,MaxOption3,Level 0 Item LV,Level 0 Melee Min Attack,Level 0 Melee Max Attack,Level 0 Magic Min Attack,Level 0 Magic Max Attack,Level 0 Range Min Attack,Level 0 Range Max Attack,PVP Option Damage,Level 0 Defence Min,Level 0 Defence Max,PVP Option Defence,Level 0 Blocking Rate,Level 0 Critical Bonus,Level 0 Str Request,Level 0 Dex Request,Level 0 Spr Request,Level 0 Appraisal Addition,BeforeLevelIndex,NextLevelIndex,Period,IsLimit,PeriodBreak,Belong,NextShape,ReqGrade,PurchasePoint,ChoiceLimit,PurchaseLimit,EventType,PointLimit,EventDate,NPC SELL
1600352,Atra Lumen +7,0,4,8,0,0,8,1000-0000-0000-0000,253,0,0,1500,0,0,0,54,0,0,1,3,0,0,1,1,3,2,1,1,5317,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3091,3091,3131,3131,3171,3171,7,583,670,0,0,0,0,0,0,0,0,1,0,101,46,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600353,Papillio +7,0,4,9,0,0,9,1000-0000-0000-0000,351,0,0,1500,0,0,0,54,0,0,2,4,0,0,1,1,3,2,1,1,5317,3,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3208,3208,3245,3245,3282,3282,7,856,1020,0,0,0,0,0,0,0,0,0,0,138,38,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600354,Harpas +7,0,4,17,0,0,3,0001-0000-0000-0000,64,0,0,1500,0,0,0,54,0,0,1,3,0,0,1,1,3,2,1,1,5317,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3322,3322,3362,3362,3402,3402,7,532,559,427,463,0,0,0,0,0,0,0,0,79,33,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600355,Salamanda +7,0,4,10,0,0,14,0100-0000-0000-0000,453,0,0,1500,0,0,0,54,0,0,2,4,0,0,1,1,3,2,1,1,5317,13,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3562,3562,3602,3602,3642,3642,7,0,0,0,0,925,1002,0,0,0,0,0,0,13,123,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600356,Bellatrix +7,0,4,11,0,0,15,0100-0000-0000-0000,425,0,0,1500,0,0,0,54,0,0,2,4,0,0,1,1,3,2,1,1,5317,13,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3682,3682,3722,3722,3762,3762,7,0,0,0,0,1159,1293,0,0,0,0,0,0,24,128,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600357,Heliomati +7,0,4,13,0,0,12,0010-0000-0000-0000,41,0,0,1500,0,0,0,54,0,0,1,3,0,0,1,1,3,2,1,1,5317,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4042,4042,4082,4082,4122,4122,7,423,441,674,835,0,0,0,0,0,0,0,0,12,0,145,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600358,Nunviper +7,0,4,12,0,0,13,0011-0000-0010-0000,111,0,0,1500,0,0,0,54,0,0,1,4,0,0,1,1,3,2,1,1,5317,3,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4162,4162,4202,4202,4242,4242,7,596,622,673,739,0,0,0,0,0,0,0,0,28,0,136,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600359,Formalhaute +7,0,4,18,0,0,46,0000-1000-0000-0000,18,0,0,1500,0,0,0,54,0,0,1,3,0,0,1,1,3,2,1,1,5317,6,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3802,3802,3842,3842,3882,3882,7,0,0,663,698,732,824,0,0,0,0,0,0,0,46,100,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600360,Taurus +7,0,4,20,0,0,50,0000-0100-0000-0000,371,0,0,1500,0,0,0,54,0,0,2,2,0,0,1,1,3,2,1,1,5317,3,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3442,3442,3482,3482,3522,3522,7,742,766,0,0,0,0,0,0,0,0,1,0,79,34,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600361,Roar Cuisine +7,0,4,22,0,0,10,0000-0010-0000-0000,162,0,0,1500,0,0,0,54,0,0,1,4,0,0,1,1,3,2,1,1,5317,4,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3922,3922,3962,3962,4002,4002,7,694,730,0,0,0,0,0,0,0,0,1,0,89,57,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600362,Dorba Guard +7,0,4,21,0,0,27,0000-0010-0000-0000,311,0,0,1500,0,0,0,49,0,0,2,2,0,0,1,1,3,2,1,1,5317,0,0,0,0,0,5,1,0,0,0,0,0,0,0,235,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279,4279,4317,4317,4355,4355,7,0,0,0,0,0,0,0,109,109,0,0,0,63,42,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600363,Devilish Shield +7,0,4,14,0,0,27,1000-0000-0000-0000,200,0,0,1500,0,0,0,49,0,0,2,3,0,0,1,1,3,2,1,1,5317,0,0,0,0,0,5,1,1,0,0,0,0,0,0,234,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4392,4392,4430,4430,4468,4468,7,0,0,0,0,0,0,0,262,262,0,0,0,63,41,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600364,Steel Glass +7,0,4,23,0,0,56,0000-0000-0010-0000,406,0,0,1500,0,0,0,49,0,0,1,4,0,0,1,1,3,2,1,1,5317,2,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4505,4505,4545,4545,4585,4585,7,492,518,397,427,0,0,0,0,0,0,0,0,27,98,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600365,Shadow Splitter +7,0,4,24,0,0,57,0000-0000-0001-0000,182,0,0,1500,0,0,0,49,0,0,2,4,0,0,1,1,3,2,1,1,5317,2,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4625,4625,4665,4665,4705,4705,7,728,782,627,688,0,0,0,0,0,0,0,0,67,0,61,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600366,Hyamoseu +7,0,4,25,0,0,12,0000-0000-0100-0000,470,0,0,1500,0,0,0,49,0,0,2,2,0,0,1,1,3,2,1,1,5317,3,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4525,4525,4565,4565,4605,4605,7,403,419,607,664,0,0,0,0,0,0,0,0,11,3,132,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600367,Taelwareu +7,0,4,26,0,0,11,0000-0000-0000-1000,391,0,0,1500,0,0,0,49,0,0,2,4,0,0,1,1,3,2,1,1,5317,4,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3441,3441,3481,3481,3521,3521,7,715,791,0,0,0,0,0,0,0,0,0,0,91,27,1,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600368,Elbius +7,0,4,27,0,0,11,0000-0000-0000-1000,293,0,0,1500,0,0,0,49,0,0,1,4,0,0,1,1,3,2,1,1,5317,4,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3441,3441,3481,3481,3521,3521,7,675,696,0,0,0,0,0,0,0,0,0,0,53,60,1,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600369,Markav +7,0,4,0,0,0,2,0100-0000-0000-0000,134,0,0,1500,0,0,0,85,0,0,1,2,0,0,1,1,3,2,1,1,5317,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2514,2514,2554,2554,2594,2594,7,753,772,0,0,0,0,0,0,0,0,0,0,45,119,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600370,Durenthal +7,0,4,1,0,0,3,1000-0000-0000-0000,83,0,0,1500,0,0,0,85,0,0,1,3,0,0,1,1,3,2,1,1,5317,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2634,2634,2674,2674,2714,2714,7,823,848,0,0,0,0,0,0,0,0,2,0,106,70,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600371,El Genube +7,0,4,2,0,0,4,1000-0000-0000-0000,271,0,0,1500,0,0,0,85,0,0,1,4,0,0,1,1,3,2,1,1,5317,3,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2751,2751,2788,2788,2825,2825,7,1212,1271,0,0,0,0,0,0,0,0,0,0,174,87,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600372,Muir Jim +7,0,4,6,0,0,6,1000-0000-0000-0000,225,0,0,1500,0,0,0,85,0,0,1,3,0,0,1,1,3,2,1,1,5317,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2865,2865,2905,2905,2945,2945,7,863,939,0,0,0,0,0,0,0,0,1,0,132,78,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600373,Bethelgius +7,0,4,7,0,0,7,1000-0000-0000-0000,326,0,0,1500,0,0,0,85,0,0,2,4,0,0,1,1,3,2,1,1,5317,3,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2982,2982,3019,3019,3056,3056,7,1238,1419,0,0,0,0,0,0,0,0,0,0,199,73,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600374,Achernal +7,0,4,8,0,0,8,1000-0000-0000-0000,248,0,0,1500,0,0,0,85,0,0,1,3,0,0,1,1,3,2,1,1,5317,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3096,3096,3136,3136,3176,3176,7,888,1030,0,0,0,0,0,0,0,0,1,0,157,71,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600375,Haratan +7,0,4,9,0,0,9,1000-0000-0000-0000,346,0,0,1500,0,0,0,85,0,0,2,4,0,0,1,1,3,2,1,1,5317,3,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3213,3213,3250,3250,3287,3287,7,1313,1584,0,0,0,0,0,0,0,0,0,0,216,59,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600376,Josma +7,0,4,17,0,0,3,0001-0000-0000-0000,59,0,0,1500,0,0,0,85,0,0,1,3,0,0,1,1,3,2,1,1,5317,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3327,3327,3367,3367,3407,3407,7,797,836,640,694,0,0,0,0,0,0,0,0,122,52,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600377,Empirion +7,0,4,10,0,0,14,0100-0000-0000-0000,445,0,0,1500,0,0,0,85,0,0,2,4,0,0,1,1,3,2,1,1,5317,13,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3567,3567,3607,3607,3647,3647,7,0,0,0,0,1400,1523,0,0,0,0,0,0,19,191,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600378,Seratan +7,0,4,11,0,0,15,0100-0000-0000-0000,421,0,0,1500,0,0,0,85,0,0,2,4,0,0,1,1,3,2,1,1,5317,13,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3687,3687,3727,3727,3767,3767,7,0,0,0,0,1767,1985,0,0,0,0,0,0,36,200,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600379,Fabonis +7,0,4,13,0,0,12,0010-0000-0000-0000,36,0,0,1500,0,0,0,85,0,0,1,3,0,0,1,1,3,2,1,1,5317,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4047,4047,4087,4087,4127,4127,7,560,581,967,1232,0,0,0,0,0,0,0,0,18,0,226,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600380,Capella +7,0,4,12,0,0,13,0011-0000-0010-0000,106,0,0,1500,0,0,0,85,0,0,1,4,0,0,1,1,3,2,1,1,5317,3,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4167,4167,4207,4207,4247,4247,7,813,846,976,1080,0,0,0,0,0,0,0,0,44,0,214,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600381,Gorgonia +7,0,4,18,0,0,46,0000-1000-0000-0000,13,0,0,1500,0,0,0,85,0,0,1,3,0,0,1,1,3,2,1,1,5317,6,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3807,3807,3847,3847,3887,3887,7,0,0,947,996,1061,1206,0,0,0,0,0,0,0,71,156,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600382,Velociraptor +7,0,4,20,0,0,50,0000-0100-0000-0000,366,0,0,1500,0,0,0,85,0,0,2,2,0,0,1,1,3,2,1,1,5317,3,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3447,3447,3487,3487,3527,3527,7,1105,1137,0,0,0,0,0,0,0,0,1,0,122,53,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600383,Death Reaper +7,0,4,22,0,0,10,0000-0010-0000-0000,157,0,0,1500,0,0,0,85,0,0,1,4,0,0,1,1,3,2,1,1,5317,4,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3927,3927,3967,3967,4007,4007,7,1074,1127,0,0,0,0,0,0,0,0,1,0,139,88,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600384,Anion Guard +7,0,4,21,0,0,27,0000-0010-0000-0000,305,0,0,1500,0,0,0,87,0,0,2,2,0,0,1,1,3,2,1,1,5317,0,0,0,0,0,5,1,0,0,0,0,0,0,0,235,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4285,4285,4323,4323,4361,4361,7,0,0,0,0,0,0,0,258,258,0,0,0,109,72,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600385,Lasaras Shield +7,0,4,14,0,0,27,1000-0000-0000-0000,194,0,0,1500,0,0,0,87,0,0,2,3,0,0,1,1,3,2,1,1,5317,0,0,0,0,0,5,1,1,0,0,0,0,0,0,234,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4399,4399,4437,4437,4475,4475,7,0,0,0,0,0,0,0,609,609,0,0,0,109,71,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600386,Lightning Dual Blades +7,0,4,23,0,0,56,0000-0000-0010-0000,403,0,0,1500,0,0,0,85,0,0,1,4,0,0,1,1,3,2,1,1,5317,2,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4508,4508,4548,4548,4588,4588,7,797,836,640,694,0,0,0,0,0,0,0,0,45,166,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600387,Giant Scythe +7,0,4,24,0,0,57,0000-0000-0001-0000,179,0,0,1500,0,0,0,85,0,0,2,4,0,0,1,1,3,2,1,1,5317,2,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4628,4628,4668,4668,4708,4708,7,1139,1230,960,1062,0,0,0,0,0,0,0,0,114,0,104,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600388,Geulswikon +7,0,4,25,0,0,12,0000-0000-0100-0000,467,0,0,1500,0,0,0,85,0,0,2,2,0,0,1,1,3,2,1,1,5317,3,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4528,4528,4568,4568,4608,4608,7,560,581,935,1032,0,0,0,0,0,0,0,0,18,3,226,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600389,Chaku +7,0,4,26,0,0,11,0000-0000-0000-1000,388,0,0,1500,0,0,0,85,0,0,2,4,0,0,1,1,3,2,1,1,5317,4,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3447,3447,3487,3487,3527,3527,7,1156,1292,0,0,0,0,0,0,0,0,0,0,156,45,1,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600390,Shell +7,0,4,27,0,0,11,0000-0000-0000-1000,290,0,0,1500,0,0,0,85,0,0,1,4,0,0,1,1,3,2,1,1,5317,4,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3447,3447,3487,3487,3527,3527,7,1077,1109,0,0,0,0,0,0,0,0,0,0,89,103,1,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600391,Ajourt +7,0,4,0,0,0,2,0100-0000-0000-0000,132,0,0,1500,0,0,0,105,0,0,1,2,0,0,1,1,3,2,1,1,5317,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2516,2516,2556,2556,2596,2596,7,937,958,0,0,0,0,0,0,0,0,0,0,55,147,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600392,Brutegang +7,0,4,1,0,0,3,1000-0000-0000-0000,81,0,0,1500,0,0,0,105,0,0,1,3,0,0,1,1,3,2,1,1,5317,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2636,2636,2676,2676,2716,2716,7,1021,1051,0,0,0,0,0,0,0,0,2,0,130,86,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600393,Deinslef +7,0,4,2,0,0,4,1000-0000-0000-0000,269,0,0,1500,0,0,0,105,0,0,1,4,0,0,1,1,3,2,1,1,5317,3,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2753,2753,2790,2790,2827,2827,7,1518,1590,0,0,0,0,0,0,0,0,0,0,214,107,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600394,Nekkar +7,0,4,6,0,0,6,1000-0000-0000-0000,223,0,0,1500,0,0,0,105,0,0,1,3,0,0,1,1,3,2,1,1,5317,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2867,2867,2907,2907,2947,2947,7,1074,1169,0,0,0,0,0,0,0,0,1,0,162,96,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600395,Lasalgetti +7,0,4,7,0,0,7,1000-0000-0000-0000,324,0,0,1500,0,0,0,105,0,0,2,4,0,0,1,1,3,2,1,1,5317,3,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2984,2984,3021,3021,3058,3058,7,1547,1781,0,0,0,0,0,0,0,0,0,0,245,90,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600396,Alvireo +7,0,4,8,0,0,8,1000-0000-0000-0000,246,0,0,1500,0,0,0,105,0,0,1,3,0,0,1,1,3,2,1,1,5317,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3098,3098,3138,3138,3178,3178,7,1106,1288,0,0,0,0,0,0,0,0,1,0,193,88,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600397,Mizzar +7,0,4,9,0,0,9,1000-0000-0000-0000,344,0,0,1500,0,0,0,105,0,0,2,4,0,0,1,1,3,2,1,1,5317,3,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3215,3215,3252,3252,3289,3289,7,1639,1989,0,0,0,0,0,0,0,0,0,0,266,72,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600398,Bizzaya +7,0,4,17,0,0,3,0001-0000-0000-0000,57,0,0,1500,0,0,0,105,0,0,1,3,0,0,1,1,3,2,1,1,5317,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3329,3329,3369,3369,3409,3409,7,985,1036,793,858,0,0,0,0,0,0,0,0,150,64,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600399,Al Shain +7,0,4,10,0,0,14,0100-0000-0000-0000,443,0,0,1500,0,0,0,105,0,0,2,4,0,0,1,1,3,2,1,1,5317,13,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3569,3569,3609,3609,3649,3649,7,0,0,0,0,1742,1897,0,0,0,0,0,0,23,235,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600400,Akrooks +7,0,4,11,0,0,15,0100-0000-0000-0000,419,0,0,1500,0,0,0,105,0,0,2,4,0,0,1,1,3,2,1,1,5317,13,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3689,3689,3729,3729,3769,3769,7,0,0,0,0,2206,2484,0,0,0,0,0,0,44,246,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600401,Adios +7,0,4,13,0,0,12,0010-0000-0000-0000,34,0,0,1500,0,0,0,105,0,0,1,3,0,0,1,1,3,2,1,1,5317,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4049,4049,4089,4089,4129,4129,7,654,678,1172,1515,0,0,0,0,0,0,0,0,22,0,278,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600402,Forima +7,0,4,12,0,0,13,0011-0000-0010-0000,104,0,0,1500,0,0,0,105,0,0,1,4,0,0,1,1,3,2,1,1,5317,3,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4169,4169,4209,4209,4249,4249,7,965,1002,1191,1322,0,0,0,0,0,0,0,0,54,0,264,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600403,Sadir +7,0,4,18,0,0,46,0000-1000-0000-0000,11,0,0,1500,0,0,0,105,0,0,1,3,0,0,1,1,3,2,1,1,5317,6,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3809,3809,3849,3849,3889,3889,7,0,0,1147,1207,1292,1478,0,0,0,0,0,0,0,87,192,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600404,Arcane +7,0,4,20,0,0,50,0000-0100-0000-0000,364,0,0,1500,0,0,0,105,0,0,2,2,0,0,1,1,3,2,1,1,5317,3,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3449,3449,3489,3489,3529,3529,7,1363,1401,0,0,0,0,0,0,0,0,1,0,150,65,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
1600405,Requie Molken +7,0,4,22,0,0,10,0000-0010-0000-0000,155,0,0,1500,0,0,0,105,0,0,1,4,0,0,1,1,3,2,1,1,5317,4,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3929,3929,3969,3969,4009,4009,7,1347,1416,0,0,0,0,0,0,0,0,1,0,171,108,0,0,0,0,2592000,1,1,0,0,0,0,0,0,0,0,0,1
