Index,game/mesh,tpack,effect,effect_add,inv/mesh,tpack,cashshop/belt/scale,twoside,field/mesh,tpack,twoside,x,y,z,scale,rot-dir,degree,effect,Lod,Costype,Boneindex,Targeteffect,game/mesh,tpack,effect,effect_add
465,Item\Weapon\Ball\ATT_EQU_BAL_10.mesh,item\weapon\Ball\ATT_EQU_BAL_10.tpack,0,0,Item\Weapon\Ball\ATT_INV_BAL_10.mesh,item\weapon\Ball\ATT_EQU_BAL_10.tpack,1,TRUE,,,,0,0.2,0,1,y,90,2,TRUE,0,0,0,,,0,0
466,Item\Weapon\Ball\ATT_EQU_BAL_09.mesh,item\weapon\Ball\ATT_EQU_BAL_09.tpack,0,0,Item\Weapon\Ball\ATT_INV_BAL_09.mesh,item\weapon\Ball\ATT_EQU_BAL_09.tpack,1,TRUE,,,,0,0.2,0,1,y,90,2,TRUE,0,0,0,,,0,0
467,Item\Weapon\Ball\ATT_EQU_BAL_08.mesh,item\weapon\Ball\ATT_EQU_BAL_08.tpack,0,0,Item\Weapon\Ball\ATT_INV_BAL_08.mesh,item\weapon\Ball\ATT_EQU_BAL_08.tpack,1,TRUE,,,,0,0.2,0,1,y,90,2,TRUE,0,0,0,,,0,0
468,Item\Weapon\Ball\ATT_EQU_BAL_07.mesh,item\weapon\Ball\ATT_EQU_BAL_07.tpack,0,0,Item\Weapon\Ball\ATT_INV_BAL_07.mesh,item\weapon\Ball\ATT_EQU_BAL_07.tpack,1,TRUE,,,,0,0.2,0,1,y,90,2,TRUE,0,0,0,,,0,0
469,Item\Weapon\Ball\ATT_EQU_BAL_06.mesh,item\weapon\Ball\ATT_EQU_BAL_06.tpack,0,0,Item\Weapon\Ball\ATT_INV_BAL_06.mesh,item\weapon\Ball\ATT_EQU_BAL_06.tpack,1,TRUE,,,,0,0.2,0,1,y,90,2,TRUE,0,0,0,,,0,0
470,Item\Weapon\Ball\ATT_EQU_BAL_05.mesh,item\weapon\Ball\ATT_EQU_BAL_05.tpack,0,0,Item\Weapon\Ball\ATT_INV_BAL_05.mesh,item\weapon\Ball\ATT_EQU_BAL_05.tpack,1,TRUE,,,,0,0.2,0,1,y,90,2,TRUE,0,0,0,,,0,0
471,Item\Weapon\Ball\ATT_EQU_BAL_04.mesh,item\weapon\Ball\ATT_EQU_BAL_04.tpack,0,0,Item\Weapon\Ball\ATT_INV_BAL_04.mesh,item\weapon\Ball\ATT_EQU_BAL_04.tpack,1,TRUE,,,,0,0.2,0,1,y,90,2,TRUE,0,0,0,,,0,0
472,Item\Weapon\Ball\ATT_EQU_BAL_03.mesh,item\weapon\Ball\ATT_EQU_BAL_03.tpack,0,0,Item\Weapon\Ball\ATT_INV_BAL_03.mesh,item\weapon\Ball\ATT_EQU_BAL_03.tpack,1,TRUE,,,,0,0.2,0,1,y,90,2,TRUE,0,0,0,,,0,0
473,Item\Weapon\Ball\ATT_EQU_BAL_02.mesh,item\weapon\Ball\ATT_EQU_BAL_02.tpack,0,0,Item\Weapon\Ball\ATT_INV_BAL_02.mesh,item\weapon\Ball\ATT_EQU_BAL_02.tpack,1,TRUE,,,,0,0.2,0,1,y,90,2,TRUE,0,0,0,,,0,0
474,Item\Weapon\Ball\ATT_EQU_BAL_01.mesh,item\weapon\Ball\ATT_EQU_BAL_01.tpack,0,0,Item\Weapon\Ball\ATT_INV_BAL_01.mesh,item\weapon\Ball\ATT_EQU_BAL_01.tpack,1,TRUE,,,,0,0.2,0,1,y,90,2,TRUE,0,0,0,,,0,0
475,Item\vehicle\item_vehicle.mesh,Item\vehicle\item_vehicle08_colosseum_2.tpack,0,0,Item\vehicle\item_vehicle.mesh,Item\vehicle\item_vehicle08_colosseum_2.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
476,Item\vehicle\item_vehicle.mesh,Item\vehicle\item_vehicle07.tpack,0,0,Item\vehicle\item_vehicle.mesh,Item\vehicle\item_vehicle07.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
477,Item\vehicle\item_vehicle.mesh,Item\vehicle\item_vehicle06_2.tpack,0,0,Item\vehicle\item_vehicle.mesh,Item\vehicle\item_vehicle06_2.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
478,Item\vehicle\item_vehicle.mesh,Item\vehicle\item_vehicle05.tpack,0,0,Item\vehicle\item_vehicle.mesh,Item\vehicle\item_vehicle05.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
479,Item\vehicle\item_vehicle.mesh,Item\vehicle\item_vehicle04_4.tpack,0,0,Item\vehicle\item_vehicle.mesh,Item\vehicle\item_vehicle04_4.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
480,Item\vehicle\item_vehicle.mesh,Item\vehicle\item_vehicle04_2.tpack,0,0,Item\vehicle\item_vehicle.mesh,Item\vehicle\item_vehicle04_2.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
481,Item\vehicle\item_vehicle.mesh,Item\vehicle\item_vehicle03_4.tpack,0,0,Item\vehicle\item_vehicle.mesh,Item\vehicle\item_vehicle03_4.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
482,Item\vehicle\item_vehicle.mesh,Item\vehicle\item_vehicle03_2.tpack,0,0,Item\vehicle\item_vehicle.mesh,Item\vehicle\item_vehicle03_2.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
483,Item\vehicle\item_vehicle.mesh,Item\vehicle\item_vehicle03.tpack,0,0,Item\vehicle\item_vehicle.mesh,Item\vehicle\item_vehicle03.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
484,Item\vehicle\item_vehicle.mesh,Item\vehicle\item_vehicle02_4.tpack,0,0,Item\vehicle\item_vehicle.mesh,Item\vehicle\item_vehicle02_4.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
485,Item\vehicle\item_vehicle.mesh,Item\vehicle\item_vehicle02_2.tpack,0,0,Item\vehicle\item_vehicle.mesh,Item\vehicle\item_vehicle02_2.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
486,Item\vehicle\item_vehicle.mesh,Item\vehicle\item_vehicle02.tpack,0,0,Item\vehicle\item_vehicle.mesh,Item\vehicle\item_vehicle02.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
487,Item\vehicle\item_vehicle.mesh,Item\vehicle\item_vehicle01_4.tpack,0,0,Item\vehicle\item_vehicle.mesh,Item\vehicle\item_vehicle01_4.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
488,Item\vehicle\item_vehicle.mesh,Item\vehicle\item_vehicle01_2.tpack,0,0,Item\vehicle\item_vehicle.mesh,Item\vehicle\item_vehicle01_2.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
489,Item\vehicle\item_vehicle.mesh,Item\vehicle\item_vehicle01.tpack,0,0,Item\vehicle\item_vehicle.mesh,Item\vehicle\item_vehicle01.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
490,Item\Stone\stone_vitality.mesh,Item\Stone\stone_vitality.tpack,0,0,Item\Stone\stone_vitality.mesh,Item\Stone\stone_vitality.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
491,Item\Stone\stone_25.mesh,Item\Stone\stone_27.tpack,0,0,Item\Stone\stone_25.mesh,Item\Stone\stone_27.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
492,Item\Stone\stone_25.mesh,Item\Stone\stone_26.tpack,0,0,Item\Stone\stone_25.mesh,Item\Stone\stone_26.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
493,Item\Stone\stone_25.mesh,Item\Stone\stone_25.tpack,0,0,Item\Stone\stone_25.mesh,Item\Stone\stone_25.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
494,Item\Stone\stone_24.mesh,Item\General\Quest\GEN_INV_QUE_125.tpack,0,0,Item\Stone\stone_24.mesh,Item\General\Quest\GEN_INV_QUE_125.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
495,Item\Stone\stone_24.mesh,,0,0,Item\Stone\stone_24.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
496,Item\Stone\stone_23.mesh,,0,0,Item\Stone\stone_23.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
497,Item\Stone\stone_22.mesh,,0,0,Item\Stone\stone_22.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
498,Item\Stone\stone_21.mesh,,0,0,Item\Stone\stone_21.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
499,Item\Stone\stone_20.mesh,,0,0,Item\Stone\stone_20.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
500,Item\Stone\stone_19.mesh,,0,0,Item\Stone\stone_19.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
501,Item\Stone\stone_18.mesh,,0,0,Item\Stone\stone_18.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
502,Item\Stone\stone_17.mesh,,0,0,Item\Stone\stone_17.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
503,Item\Stone\stone_16.mesh,,0,0,Item\Stone\stone_16.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
504,Item\Stone\stone_15.mesh,,0,0,Item\Stone\stone_15.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
505,Item\Stone\stone_14_01.mesh,,0,0,Item\Stone\stone_14_01.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
506,Item\Stone\stone_14.mesh,,0,0,Item\Stone\stone_14.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
507,Item\Stone\stone_13_02.mesh,,0,0,Item\Stone\stone_13_02.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
508,Item\Stone\stone_13.mesh,Item\General\Etc\stone_13_blue.tpack,0,0,Item\Stone\stone_13.mesh,Item\General\Etc\stone_13_blue.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
509,Item\Stone\stone_13.mesh,,0,0,Item\Stone\stone_13.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
510,Item\Stone\stone_12.mesh,,0,0,Item\Stone\stone_12.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
511,Item\Stone\stone_11.mesh,,0,0,Item\Stone\stone_11.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
512,Item\Stone\stone_10.mesh,Item\Stone\ruin_02.tpack,0,0,Item\Stone\stone_10.mesh,Item\Stone\ruin_02.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
513,Item\Stone\stone_10.mesh,,0,0,Item\Stone\stone_10.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
514,Item\Stone\stone_09.mesh,,0,0,Item\Stone\stone_09.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
515,Item\Stone\stone_08.mesh,,0,0,Item\Stone\stone_08.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
516,Item\Stone\stone_07.mesh,,0,0,Item\Stone\stone_07.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
517,Item\Stone\stone_06.mesh,,0,0,Item\Stone\stone_06.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
518,Item\Stone\stone_05.mesh,,0,0,Item\Stone\stone_05.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
519,Item\Stone\stone_04_04.mesh,,0,0,Item\Stone\stone_04_04.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
520,Item\Stone\stone_04_03.mesh,,0,0,Item\Stone\stone_04_03.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
521,Item\Stone\stone_04_02.mesh,,0,0,Item\Stone\stone_04_02.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
522,Item\Stone\stone_04_01.mesh,,0,0,Item\Stone\stone_04_01.mesh,,1,TRUE,,,,0,0,0,1,x,90,1,,0,0,0,,,0,0
523,Item\Stone\stone_03.mesh,Item\Stone\stone_03.tpack,0,0,Item\Stone\stone_03.mesh,Item\Stone\stone_03.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
524,Item\Stone\stone_03.mesh,,0,0,Item\Stone\stone_03.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
525,Item\Stone\stone_01.mesh,Item\Stone\stone_01.tpack,0,0,Item\Stone\stone_01.mesh,Item\Stone\stone_01.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
526,Item\Stone\stone_01.mesh,,0,0,Item\Stone\stone_01.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
527,Item\Stone\ston_skel02_01.mesh,Item\Stone\ston_skel_yellow.tpack,0,0,Item\Stone\ston_skel02_01.mesh,Item\Stone\ston_skel_yellow.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
528,Item\Stone\ston_skel02_01.mesh,,0,0,Item\Stone\ston_skel02_01.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
529,Item\Stone\ston_skel_01.mesh,,0,0,Item\Stone\ston_skel_01.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
530,Item\Stone\ruin_11.mesh,,0,0,Item\Stone\ruin_11.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
531,Item\Stone\ruin_10.mesh,,0,0,Item\Stone\ruin_10.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
532,Item\Stone\ruin_09.mesh,,0,0,Item\Stone\ruin_09.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
533,Item\Stone\ruin_08.mesh,,0,0,Item\Stone\ruin_08.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
534,Item\Stone\ruin_06.mesh,,0,0,Item\Stone\ruin_06.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
535,Item\Stone\ruin_05.mesh,,0,0,Item\Stone\ruin_05.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
536,Item\Stone\ruin_03.mesh,Item\Stone\ruin_07.tpack,0,0,Item\Stone\ruin_03.mesh,Item\Stone\ruin_07.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
537,Item\Stone\ruin_03.mesh,,0,0,Item\Stone\ruin_03.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
538,Item\Stone\ruin_01.mesh,Item\Stone\ruin_04.tpack,0,0,Item\Stone\ruin_01.mesh,Item\Stone\ruin_04.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
539,Item\Stone\ruin_01.mesh,,0,0,Item\Stone\ruin_01.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
540,item\stone\levelstone_silver.mesh,,0,0,item\stone\levelstone_silver.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
541,Item\stone\levelstone_option.mesh,Item\Stone\levelstone_option05.tpack,0,0,Item\stone\levelstone_option.mesh,Item\Stone\levelstone_option05.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
542,Item\Stone\levelstone_option.mesh,Item\Stone\levelstone_option04.tpack,0,0,Item\Stone\levelstone_option.mesh,Item\Stone\levelstone_option04.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
543,Item\stone\levelstone_option.mesh,Item\stone\levelstone_option03.tpack,0,0,Item\stone\levelstone_option.mesh,Item\stone\levelstone_option03.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
544,Item\stone\levelstone_option.mesh,Item\stone\levelstone_option02.tpack,0,0,Item\stone\levelstone_option.mesh,Item\stone\levelstone_option02.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
545,Item\stone\levelstone_option.mesh,Item\stone\levelstone_option.tpack,0,0,Item\stone\levelstone_option.mesh,Item\stone\levelstone_option.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
546,Item\stone\levelstone_option.mesh,,0,0,Item\stone\levelstone_option.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
547,Item\stone\levelstone_gold.mesh,,0,0,Item\stone\levelstone_gold.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
548,Item\Stone\levelstone_copper.mesh,Item\Stone\levelstone_jewel04.tpack,0,0,Item\Stone\levelstone_copper.mesh,Item\Stone\levelstone_jewel04.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
549,Item\Stone\levelstone_copper.mesh,Item\Stone\levelstone_colosseum.tpack,0,0,Item\Stone\levelstone_copper.mesh,Item\Stone\levelstone_colosseum.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
550,Item\stone\levelstone_copper.mesh,,0,0,Item\stone\levelstone_copper.mesh,,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
551,Item\Stone\colosseum_stone_04.mesh,Item\Stone\colosseum_stone_04.tpack,0,0,Item\Stone\colosseum_stone_04.mesh,Item\Stone\colosseum_stone_04.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
552,Item\Stone\colosseum_stone_03.mesh,Item\Stone\colosseum_stone_03.tpack,0,0,Item\Stone\colosseum_stone_03.mesh,Item\Stone\colosseum_stone_03.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
553,Item\Stone\colosseum_stone_02.mesh,Item\Stone\colosseum_stone_02.tpack,0,0,Item\Stone\colosseum_stone_02.mesh,Item\Stone\colosseum_stone_02.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
554,Item\Stone\colosseum_stone_01.mesh,Item\Stone\colosseum_stone_01.tpack,0,0,Item\Stone\colosseum_stone_01.mesh,Item\Stone\colosseum_stone_01.tpack,1,TRUE,,,,0,0.3,0,1,y,90,1,,0,0,0,,,0,0
555,Item\Slot\Ring\warrior_ring_06.mesh,Item\Slot\Ring\warrior_ring_06.tpack,0,0,Item\Slot\Ring\warrior_ring_06.mesh,Item\Slot\Ring\warrior_ring_06.tpack,1,TRUE,,,,0,0.3,0,1,x,90,3,,0,0,0,,,0,0
556,Item\Slot\Ring\warrior_ring_05.mesh,Item\Slot\Ring\warrior_ring_05.tpack,0,0,Item\Slot\Ring\warrior_ring_05.mesh,Item\Slot\Ring\warrior_ring_05.tpack,1,TRUE,,,,0,0.3,0,1,x,90,3,,0,0,0,,,0,0
557,Item\Slot\Ring\warrior_ring_04.mesh,Item\Slot\Ring\warrior_ring_04.tpack,0,0,Item\Slot\Ring\warrior_ring_04.mesh,Item\Slot\Ring\warrior_ring_04.tpack,1,TRUE,,,,0,0.3,0,1,x,90,3,,0,0,0,,,0,0
558,Item\Slot\Ring\warrior_ring_03.mesh,Item\Slot\Ring\warrior_ring_03.tpack,0,0,Item\Slot\Ring\warrior_ring_03.mesh,Item\Slot\Ring\warrior_ring_03.tpack,1,TRUE,,,,0,0.3,0,1,x,90,3,,0,0,0,,,0,0
559,Item\Slot\Ring\warrior_ring_02.mesh,Item\Slot\Ring\warrior_ring_02.tpack,0,0,Item\Slot\Ring\warrior_ring_02.mesh,Item\Slot\Ring\warrior_ring_02.tpack,1,TRUE,,,,0,0.3,0,1,x,90,3,,0,0,0,,,0,0
560,Item\Slot\Ring\warrior_ring_01.mesh,Item\Slot\Ring\warrior_ring_01.tpack,0,0,Item\Slot\Ring\warrior_ring_01.mesh,Item\Slot\Ring\warrior_ring_01.tpack,1,TRUE,,,,0,0.3,0,1,x,90,3,,0,0,0,,,0,0
561,Item\Slot\Ring\STL_INV_RIN_KING.mesh,,0,0,Item\Slot\Ring\STL_INV_RIN_KING.mesh,,1,TRUE,,,,0,0,0,1,x,90,3,,0,0,0,,,0,0
562,Item\Slot\Ring\STL_INV_RIN_24.mesh,Item\Slot\Ring\STL_INV_RIN_24_P.tpack,0,0,Item\Slot\Ring\STL_INV_RIN_24.mesh,Item\Slot\Ring\STL_INV_RIN_24_P.tpack,1,TRUE,,,,0,0,0,1,x,90,3,,0,0,0,,,0,0
563,Item\Slot\Ring\STL_INV_RIN_24.mesh,Item\Slot\Ring\STL_INV_RIN_24_M.tpack,0,0,Item\Slot\Ring\STL_INV_RIN_24.mesh,Item\Slot\Ring\STL_INV_RIN_24_M.tpack,1,TRUE,,,,0,0,0,1,x,90,3,,0,0,0,,,0,0
564,Item\Slot\Ring\STL_INV_RIN_24.mesh,Item\Slot\Ring\STL_INV_RIN_24_L.tpack,0,0,Item\Slot\Ring\STL_INV_RIN_24.mesh,Item\Slot\Ring\STL_INV_RIN_24_L.tpack,1,TRUE,,,,0,0,0,1,x,90,3,,0,0,0,,,0,0
565,Item\Slot\Ring\STL_INV_RIN_24.mesh,Item\Slot\Ring\STL_INV_RIN_24_I.tpack,0,0,Item\Slot\Ring\STL_INV_RIN_24.mesh,Item\Slot\Ring\STL_INV_RIN_24_I.tpack,1,TRUE,,,,0,0,0,1,x,90,3,,0,0,0,,,0,0
566,Item\Slot\Ring\STL_INV_RIN_24.mesh,Item\Slot\Ring\STL_INV_RIN_24_G.tpack,0,0,Item\Slot\Ring\STL_INV_RIN_24.mesh,Item\Slot\Ring\STL_INV_RIN_24_G.tpack,1,TRUE,,,,0,0,0,1,x,90,3,,0,0,0,,,0,0
567,Item\Slot\Ring\STL_INV_RIN_24.mesh,Item\Slot\Ring\STL_INV_RIN_24_F.tpack,0,0,Item\Slot\Ring\STL_INV_RIN_24.mesh,Item\Slot\Ring\STL_INV_RIN_24_F.tpack,1,TRUE,,,,0,0,0,1,x,90,3,,0,0,0,,,0,0
568,Item\Slot\Ring\STL_INV_RIN_24.mesh,Item\Slot\Ring\STL_INV_RIN_24_DG.tpack,0,0,Item\Slot\Ring\STL_INV_RIN_24.mesh,Item\Slot\Ring\STL_INV_RIN_24_DG.tpack,1,TRUE,,,,0,0,0,1,x,90,3,,0,0,0,,,0,0
569,Item\Slot\Ring\STL_INV_RIN_24.mesh,Item\Slot\Ring\STL_INV_RIN_24_C.tpack,0,0,Item\Slot\Ring\STL_INV_RIN_24.mesh,Item\Slot\Ring\STL_INV_RIN_24_C.tpack,1,TRUE,,,,0,0,0,1,x,90,3,,0,0,0,,,0,0
570,Item\Slot\Ring\STL_INV_RIN_24.mesh,Item\Slot\Ring\SLT_INV_RIN_01_2.tpack,0,0,Item\Slot\Ring\STL_INV_RIN_24.mesh,Item\Slot\Ring\SLT_INV_RIN_01_2.tpack,1,TRUE,,,,0,0,0,1,x,90,3,,0,0,0,,,0,0
571,Item\Slot\Ring\STL_INV_RIN_23.mesh,Item\Slot\Ring\STL_INV_RIN_23_Y.tpack,0,0,Item\Slot\Ring\STL_INV_RIN_23.mesh,Item\Slot\Ring\STL_INV_RIN_23_Y.tpack,1,TRUE,,,,0,0,0,1,x,90,3,,0,0,0,,,0,0
572,Item\Slot\Ring\STL_INV_RIN_23.mesh,Item\Slot\Ring\STL_INV_RIN_23_V.tpack,0,0,Item\Slot\Ring\STL_INV_RIN_23.mesh,Item\Slot\Ring\STL_INV_RIN_23_V.tpack,1,TRUE,,,,0,0,0,1,x,90,3,,0,0,0,,,0,0
573,Item\Slot\Ring\STL_INV_RIN_23.mesh,Item\Slot\Ring\STL_INV_RIN_23_R.tpack,0,0,Item\Slot\Ring\STL_INV_RIN_23.mesh,Item\Slot\Ring\STL_INV_RIN_23_R.tpack,1,TRUE,,,,0,0,0,1,x,90,3,,0,0,0,,,0,0
574,Item\Slot\Ring\STL_INV_RIN_23.mesh,Item\Slot\Ring\STL_INV_RIN_23_G.tpack,0,0,Item\Slot\Ring\STL_INV_RIN_23.mesh,Item\Slot\Ring\STL_INV_RIN_23_G.tpack,1,TRUE,,,,0,0,0,1,x,90,3,,0,0,0,,,0,0
575,Item\Slot\Ring\STL_INV_RIN_23.mesh,Item\Slot\Ring\STL_INV_RIN_23_DG.tpack,0,0,Item\Slot\Ring\STL_INV_RIN_23.mesh,Item\Slot\Ring\STL_INV_RIN_23_DG.tpack,1,TRUE,,,,0,0,0,1,x,90,3,,0,0,0,,,0,0
576,Item\Slot\Ring\STL_INV_RIN_23.mesh,Item\Slot\Ring\STL_INV_RIN_23_DB.tpack,0,0,Item\Slot\Ring\STL_INV_RIN_23.mesh,Item\Slot\Ring\STL_INV_RIN_23_DB.tpack,1,TRUE,,,,0,0,0,1,x,90,3,,0,0,0,,,0,0
577,Item\Slot\Ring\STL_INV_RIN_23.mesh,Item\Slot\Ring\STL_INV_RIN_23_C.tpack,0,0,Item\Slot\Ring\STL_INV_RIN_23.mesh,Item\Slot\Ring\STL_INV_RIN_23_C.tpack,1,TRUE,,,,0,0,0,1,x,90,3,,0,0,0,,,0,0
578,Item\Slot\Ring\STL_INV_RIN_23.mesh,Item\Slot\Ring\STL_INV_RIN_23_B.tpack,0,0,Item\Slot\Ring\STL_INV_RIN_23.mesh,Item\Slot\Ring\STL_INV_RIN_23_B.tpack,1,TRUE,,,,0,0,0,1,x,90,3,,0,0,0,,,0,0
579,Item\Slot\Ring\STL_INV_RIN_22.mesh,Item\Slot\Ring\STL_INV_RIN_22.tpack,0,0,Item\Slot\Ring\STL_INV_RIN_22.mesh,Item\Slot\Ring\STL_INV_RIN_22.tpack,1,TRUE,,,,0,0,0,1,x,90,3,,0,0,0,,,0,0
580,Item\Slot\Ring\STL_INV_RIN_21.mesh,Item\Slot\Ring\STL_INV_RIN_21.tpack,0,0,Item\Slot\Ring\STL_INV_RIN_21.mesh,Item\Slot\Ring\STL_INV_RIN_21.tpack,1,TRUE,,,,0,0,0,1,x,90,3,,0,0,0,,,0,0
581,Item\Slot\Ring\STL_INV_RIN_20.mesh,Item\Slot\Ring\STL_INV_RIN_20.tpack,0,0,Item\Slot\Ring\STL_INV_RIN_20.mesh,Item\Slot\Ring\STL_INV_RIN_20.tpack,1,TRUE,,,,0,0,0,1,x,90,3,,0,0,0,,,0,0
582,Item\Slot\Ring\SLT_INV_RIN_C_01.mesh,Item\Slot\Ring\SLT_INV_RIN_C_06.tpack,0,0,Item\Slot\Ring\SLT_INV_RIN_C_01.mesh,Item\Slot\Ring\SLT_INV_RIN_C_06.tpack,1,TRUE,,,,0,0,0,1,x,90,3,,0,0,0,,,0,0
