Item Index,Name,Rank,Type,Code,Attribute,Description,Quality,Job,ItemShape,CosShape,Action_Index,Appraisal,Value1,Value2,Trade,ReqLv,ReqHLv,Price,Width,Height,StackNumber,MaxStackNumber,AutoStack,StackDrop_Min,StackDrop_Max,DropRate_LowQuality,DropRate_NormalQuality,DropRate_HighQuality,GroupIndex,No Data,Wear : Range,Wear : Speed,Wear : CriticalRate,Wear : Drop LV,Wear : Drop Option Number,Wear : Drop Socket 1EA Rate,Wear : Drop Socket 2EA Rate,Wear : Drop Socket 3EA Rate,Wear : Drop Socket 4EA Rate,Wear : Small Monster Attack Addition,Wear : Middle Monster Attack Addition,Wear : Large Monster Attack Addition,Wear : Boss Monster Attack Addition,Wear : Undead Monster Attack Addition,Option Index 1,Option Value 1,Option Index 2,Option Value 2,Option Index 3,Option Value 3,Option Index 4,Option Value 4,Option Index 5,Option Value 5,Option Index 6,Option Value 6,Expansion Option Index 1,Expansion Option Value 1,Expansion Option Index 2,Expansion Option Value 2,Expansion Option Index 3,Expansion Option Value 3,Expansion Option Index 4,Expansion Option Value 4,Expansion Option Index 5,Expansion Option Value 5,Expansion Option Index 6,Expansion Option Value 6,MinOption1,MaxOption1,MinOption2,MaxOption2,MinOption3,MaxOption3,Level 0 Item LV,Level 0 Melee Min Attack,Level 0 Melee Max Attack,Level 0 Magic Min Attack,Level 0 Magic Max Attack,Level 0 Range Min Attack,Level 0 Range Max Attack,PVP Option Damage,Level 0 Defence Min,Level 0 Defence Max,PVP Option Defence,Level 0 Blocking Rate,Level 0 Critical Bonus,Level 0 Str Request,Level 0 Dex Request,Level 0 Spr Request,Level 0 Appraisal Addition,BeforeLevelIndex,NextLevelIndex,DwCashItemCost,CashItemUsePeriod,CashItemSell,AddExpRate,AddDropItemRate,EventType,PeriodBreak,Belong,NextShape,UpgradeRate,PurchaseType,PurchaseLimitLv,PurchasePoint,ChoiceLimit,PurchaseLimit,EventType,PointLimit,EventDate,NPC SELL
1190455,Arnitak +5,2,4,18,0,0,46,0000-1000-0000-0000,15,0,0,0,0,0,0,72,0,0,1,3,0,0,0,1,1,3,2,1,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3805,3805,3845,3845,3885,3885,5,0,0,573,607,670,783,0,0,0,0,0,0,0,60,132,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1190456,Sting Scythe +5,2,4,24,0,0,57,0000-0000-0001-0000,180,0,0,0,0,0,0,73,0,0,2,4,0,0,0,1,1,3,2,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4627,4627,4667,4667,4707,4707,5,745,815,591,669,0,0,0,0,0,0,0,0,98,0,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1190457,Flomen +5,2,4,20,0,0,50,0000-0100-0000-0000,368,0,0,0,0,0,0,72,0,0,2,2,0,0,0,1,1,3,2,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3445,3445,3485,3485,3525,3525,5,740,760,0,0,0,0,0,0,0,0,1,0,104,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1190458,Beulroba +5,2,4,26,0,0,57,0000-0000-0000-1000,389,0,0,0,0,0,0,73,0,0,2,4,0,0,0,1,1,3,2,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3445,3445,3485,3485,3525,3525,5,794,899,0,0,0,0,0,0,0,0,0,0,134,39,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1190459,Elwijendeo  +5,2,4,27,0,0,57,0000-0000-0000-1000,291,0,0,0,0,0,0,73,0,0,1,4,0,0,0,1,1,3,2,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3445,3445,3485,3485,3525,3525,5,729,747,0,0,0,0,0,0,0,0,0,0,77,89,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1190460,Raven Fear +5,2,4,22,0,0,10,0000-0010-0000-0000,159,0,0,0,0,0,0,72,0,0,1,4,0,0,0,1,1,3,2,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3925,3925,3965,3965,4005,4005,5,765,805,0,0,0,0,0,0,0,0,1,0,118,75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1190461,Enselnova Guard +5,2,4,21,0,0,27,0000-0010-0000-0000,307,0,0,0,0,0,0,73,0,0,2,2,0,0,0,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4283,4283,4321,4321,4359,4359,5,0,0,0,0,0,0,0,138,138,0,0,0,92,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1190462,Eternity Pants +4,2,5,2,0,0,27,1000-0000-0000-0000,1907,0,0,0,0,0,0,76,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,45,0,0,0,0,0,0,0,0,7,7,27,27,47,47,4,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190463,Eternity Boots +4,2,5,3,0,0,27,1000-0000-0000-0000,2720,0,0,0,0,0,0,77,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,43,0,0,0,0,0,0,0,0,67,67,87,87,107,107,4,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190464,Eternity Glove +4,2,5,4,0,0,27,1000-0000-0000-0000,2355,0,0,0,0,0,0,78,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,52,0,0,0,0,0,0,0,0,127,127,147,147,167,167,4,0,0,0,0,0,0,0,196,196,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190465,Eternity Armor +4,2,5,1,0,0,27,1000-0000-0000-0000,2549,0,0,0,0,0,0,79,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,187,207,207,227,227,4,0,0,0,0,0,0,0,347,347,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190466,Eternity Helmet +4,2,5,0,0,0,27,1000-0000-0000-0000,2098,0,0,0,0,0,0,80,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,247,267,267,287,287,4,0,0,0,0,0,0,0,280,280,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190467,Empress Pants +4,2,5,2,0,0,27,0100-0000-0000-0000,2011,0,0,0,0,0,0,76,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,45,0,0,0,0,0,0,0,0,307,307,327,327,347,347,4,0,0,0,0,0,0,0,171,171,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190468,Empress Boots +4,2,5,3,0,0,27,0100-0000-0000-0000,2839,0,0,0,0,0,0,77,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,43,0,0,0,0,0,0,0,0,367,367,387,387,407,407,4,0,0,0,0,0,0,0,130,130,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190469,Empress Glove +4,2,5,4,0,0,27,0100-0000-0000-0000,2478,0,0,0,0,0,0,78,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,52,0,0,0,0,0,0,0,0,427,427,447,447,467,467,4,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190470,Empress Armor +4,2,5,1,0,0,27,0100-0000-0000-0000,2653,0,0,0,0,0,0,79,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,487,507,507,527,527,4,0,0,0,0,0,0,0,231,231,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190471,Empress Helmet +4,2,5,0,0,0,27,0100-0000-0000-0000,2268,0,0,0,0,0,0,80,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,547,567,567,587,587,4,0,0,0,0,0,0,0,188,188,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190472,Purcherima Pants +4,2,5,2,0,0,27,0010-0000-0000-0000,1941,0,0,0,0,0,0,76,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,45,0,0,0,0,0,0,0,0,607,607,627,627,647,647,4,0,0,0,0,0,0,0,150,150,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190473,Purcherima Boots +4,2,5,3,0,0,27,0010-0000-0000-0000,2760,0,0,0,0,0,0,77,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,43,0,0,0,0,0,0,0,0,667,667,687,687,707,707,4,0,0,0,0,0,0,0,113,113,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190474,Purcherima Glove +4,2,5,4,0,0,27,0010-0000-0000-0000,2397,0,0,0,0,0,0,78,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,52,0,0,0,0,0,0,0,0,727,727,747,747,767,767,4,0,0,0,0,0,0,0,110,110,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190475,Purcherima Armor +4,2,5,1,0,0,27,0010-0000-0000-0000,2583,0,0,0,0,0,0,79,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787,787,807,807,827,827,4,0,0,0,0,0,0,0,198,198,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190476,Purcherima Helmet +4,2,5,0,0,0,27,0010-0000-0000-0000,2163,0,0,0,0,0,0,80,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847,847,867,867,887,887,4,0,0,0,0,0,0,0,165,165,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190477,Rensipyumeo Pants +4,2,5,2,0,0,27,0000-0000-0100-0000,1999,0,0,0,0,0,0,71,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,42,0,0,0,0,0,0,0,0,2110,2110,2130,2130,2150,2150,4,0,0,0,0,0,0,0,141,141,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190478,Rensipyumeo Boots +4,2,5,3,0,0,27,0000-0000-0100-0000,2827,0,0,0,0,0,0,74,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,41,0,0,0,0,0,0,0,0,2170,2170,2190,2190,2210,2210,4,0,0,0,0,0,0,0,109,109,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190479,Rensipyumeo Gloves +4,2,5,4,0,0,27,0000-0000-0100-0000,2466,0,0,0,0,0,0,77,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,52,0,0,0,0,0,0,0,0,2230,2230,2250,2250,2270,2270,4,0,0,0,0,0,0,0,112,112,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190480,Rensipyumeo Armor +4,2,5,1,0,0,27,0000-0000-0100-0000,2641,0,0,0,0,0,0,80,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2290,2290,2310,2310,2330,2330,4,0,0,0,0,0,0,0,207,207,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190481,Rensipyumeo Helmet +4,2,5,0,0,0,27,0000-0000-0100-0000,2248,0,0,0,0,0,0,83,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2350,2350,2370,2370,2390,2390,4,0,0,0,0,0,0,0,178,178,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190482,Abrasax Pants +4,2,5,2,0,0,27,0001-0000-0000-0000,1924,0,0,0,0,0,0,76,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,45,0,0,0,0,0,0,907,907,927,927,947,947,4,0,0,0,0,0,0,0,179,179,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190483,Abrasax Boots +4,2,5,3,0,0,27,0001-0000-0000-0000,2740,0,0,0,0,0,0,77,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,43,0,0,0,0,0,0,0,0,967,967,987,987,1007,1007,4,0,0,0,0,0,0,0,136,136,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190484,Abrasax Glove +4,2,5,4,0,0,27,0001-0000-0000-0000,2376,0,0,0,0,0,0,78,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,52,0,0,0,0,0,0,0,0,1027,1027,1047,1047,1067,1067,4,0,0,0,0,0,0,0,134,134,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190485,Abrasax Armor +4,2,5,1,0,0,27,0001-0000-0000-0000,2566,0,0,0,0,0,0,79,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087,1087,1107,1107,1127,1127,4,0,0,0,0,0,0,0,252,252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190486,Abrasax Helmet +4,2,5,0,0,0,27,0001-0000-0000-0000,2131,0,0,0,0,0,0,80,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1147,1147,1167,1167,1187,1187,4,0,0,0,0,0,0,0,196,196,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190487,Cornea Pants +4,2,5,2,0,0,27,0000-0000-0010-0000,1878,0,0,0,0,0,0,71,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,42,0,0,0,0,0,0,2405,2405,2425,2425,2445,2445,4,0,0,0,0,0,0,0,156,156,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190488,Cornea Boots +4,2,5,3,0,0,27,0000-0000-0010-0000,2688,0,0,0,0,0,0,74,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,41,0,0,0,0,0,0,0,0,2465,2465,4745,4745,4765,4765,4,0,0,0,0,0,0,0,124,124,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190489,Cornea Gloves +4,2,5,4,0,0,27,0000-0000-0010-0000,2322,0,0,0,0,0,0,77,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,52,0,0,0,0,0,0,0,0,4785,4785,4805,4805,4825,4825,4,0,0,0,0,0,0,0,127,127,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190490,Cornea Armor +4,2,5,1,0,0,27,0000-0000-0010-0000,2520,0,0,0,0,0,0,80,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4845,4845,4865,4865,4885,4885,4,0,0,0,0,0,0,0,244,244,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190491,Cornea Helmet +4,2,5,0,0,0,27,0000-0000-0010-0000,2047,0,0,0,0,0,0,83,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4905,4905,4925,4925,4945,4945,4,0,0,0,0,0,0,0,198,198,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190492,Everanks Pants +4,2,5,2,0,0,27,0000-1000-0000-0000,1982,0,0,0,0,0,0,76,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,45,0,0,0,0,0,0,0,0,1207,1207,1227,1227,1247,1247,4,0,0,0,0,0,0,0,146,146,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190493,Everanks Boots +4,2,5,3,0,0,27,0000-1000-0000-0000,2806,0,0,0,0,0,0,77,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,43,0,0,0,0,0,0,0,0,1267,1267,1287,1287,1307,1307,4,0,0,0,0,0,0,0,110,110,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190494,Everanks Glove +4,2,5,4,0,0,27,0000-1000-0000-0000,2444,0,0,0,0,0,0,78,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,52,0,0,0,0,0,0,0,0,1327,1327,1347,1347,1367,1367,4,0,0,0,0,0,0,0,107,107,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190495,Everanks Armor +4,2,5,1,0,0,27,0000-1000-0000-0000,2624,0,0,0,0,0,0,79,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1387,1387,1407,1407,1427,1427,4,0,0,0,0,0,0,0,202,202,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190496,Everanks Helmet +4,2,5,0,0,0,27,0000-1000-0000-0000,2223,0,0,0,0,0,0,80,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1447,1447,1467,1467,1487,1487,4,0,0,0,0,0,0,0,160,160,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190497,Ramus Pants +4,2,5,2,0,0,27,0000-0000-0001-0000,1958,0,0,0,0,0,0,71,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,42,0,0,0,0,0,0,0,0,4965,4965,4985,4985,5125,5125,4,0,0,0,0,0,0,0,162,162,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190498,Ramus Boots +4,2,5,3,0,0,27,0000-0000-0001-0000,2781,0,0,0,0,0,0,74,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,41,0,0,0,0,0,0,0,0,5145,5145,5165,5165,5185,5185,4,0,0,0,0,0,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190499,Ramus Gloves +4,2,5,4,0,0,27,0000-0000-0001-0000,2419,0,0,0,0,0,0,77,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,52,0,0,0,0,0,0,0,0,5205,5205,5225,5225,5245,5245,4,0,0,0,0,0,0,0,137,137,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190500,Ramus Armor +4,2,5,1,0,0,27,0000-0000-0001-0000,2600,0,0,0,0,0,0,80,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5265,5265,5285,5285,5305,5305,4,0,0,0,0,0,0,0,248,248,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190501,Ramus Helmet +4,2,5,0,0,0,27,0000-0000-0001-0000,2189,0,0,0,0,0,0,83,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5325,5325,5345,5345,5365,5365,4,0,0,0,0,0,0,0,205,205,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190502,Hercules Pants +4,2,5,2,0,0,27,0000-0100-0000-0000,1890,0,0,0,0,0,0,76,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,45,0,0,0,0,0,0,0,0,1507,1507,1527,1527,1547,1547,4,0,0,0,0,0,0,0,218,218,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190503,Hercules Boots +4,2,5,3,0,0,27,0000-0100-0000-0000,2700,0,0,0,0,0,0,77,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,43,0,0,0,0,0,0,0,0,1567,1567,1587,1587,1607,1607,4,0,0,0,0,0,0,0,169,169,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190504,Hercules Glove +4,2,5,4,0,0,27,0000-0100-0000-0000,2334,0,0,0,0,0,0,78,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,52,0,0,0,0,0,0,0,0,1627,1627,1647,1647,1667,1667,4,0,0,0,0,0,0,0,167,167,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1190505,Hercules Armor +4,2,5,1,0,0,27,0000-0100-0000-0000,2532,0,0,0,0,0,0,79,0,0,2,2,0,0,0,1,1,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687,1687,1707,1707,1727,1727,4,0,0,0,0,0,0,0,284,284,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
