ItemIndex,Name,Rank,Type,Code,Attribute,Description,Quality,Job,ItemShape,CosShape,Action_Index,Appraisal,Union_Set_Index,Value1,Value2,Trade,ReqLv,ReqHLv,Price,Width,Height,StackNumber,AutoStack,StackDrop_Min,StackDrop_Max,DropRate_LowQuality,DropRate_NormalQuality,DropRate_HighQuality,GroupIndex,NoData,Wear : Range,Wear : Speed,Wear : CriticalRate,Wear : Drop LV,Wear : Drop Option Number,Wear : Drop Socket 1EA Rate,Wear : Drop Socket 2EA Rate,Wear : Drop Socket 3EA Rate,Wear : Drop Socket 4EA Rate,Wear : Small Monster Attack Addition,Wear : Middle Monster Attack Addition,Wear : Large Monster Attack Addition,Wear : Boss Monster Attack Addition,Wear : Undead Monster Attack Addition,Option Index 1,Option Value 1,Option Index 2,Option Value 2,Option Index 3,Option Value 3,Option Index 4,Option Value 4,Option Index 5,Option Value 5,Option Index 6,Option Value 6,Expansion Option Index 1,Expansion Option Value 1,Expansion Option Index 2,Expansion Option Value 2,Expansion Option Index 3,Expansion Option Value 3,Expansion Option Index 4,Expansion Option Value 4,Expansion Option Index 5,Expansion Option Value 5,Expansion Option Index 6,Expansion Option Value 6,MinOption1,MaxOption1,MinOption2,MaxOption2,MinOption3,MaxOption3,Level 0 Item LV,Level 0 Melee Min Attack,Level 0 Melee Max Attack,Level 0 Magic Min Attack,Level 0 Magic Max Attack,Level 0 Range Min Attack,Level 0 Range Max Attack,PVP Option Damage,Level 0 Defence Min,Level 0 Defence Max,PVP Option Defence,Level 0 Blocking Rate,Level 0 Critical Bonus,Level 0 Str Request,Level 0 Dex Request,Level 0 Spr Request,Level 0 Appraisal Addition,BeforeLevelIndex,NextLevelIndex,Period,IsLimit,PeriodBreak,Belong,NextShape,ReqGrade,PurchasePoint,ChoiceLimit,PurchaseLimit,PointLimit,NPC SELL
25575,Barisada +5,0,4,1,0,0,3,1000-0000-0000-0000,90,0,0,0,0,0,0,1,42,0,14559,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2627,2627,2667,2667,2707,2707,5,335,347,0,0,0,0,0,0,0,0,2,0,55,35,0,0,25574,25576,0,0,1,0,0,0,0,0,0,0,1
25576,Barisada +6,0,4,1,0,0,3,1000-0000-0000-0000,90,0,0,0,0,0,0,1,42,0,14559,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2627,2627,2667,2667,2707,2707,6,382,395,0,0,0,0,0,0,0,0,2,0,55,35,0,0,25575,25577,0,0,1,0,0,0,0,0,0,0,1
25577,Barisada +7,0,4,1,0,0,3,1000-0000-0000-0000,90,0,0,0,0,0,0,1,42,0,14559,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2627,2627,2667,2667,2707,2707,7,448,464,0,0,0,0,0,0,0,0,2,0,55,35,0,0,25576,25578,0,0,1,0,0,0,0,0,0,0,1
25578,Barisada +8,0,4,1,0,0,3,1000-0000-0000-0000,90,0,0,0,0,0,0,1,42,0,14559,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2627,2627,2667,2667,2707,2707,8,551,568,0,0,0,0,0,0,0,0,2,0,55,35,0,0,25577,25579,0,0,1,0,0,0,0,0,0,0,1
25579,Barisada +9,0,4,1,0,0,3,1000-0000-0000-0000,90,0,0,0,0,0,0,1,42,0,14559,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2627,2627,2667,2667,2707,2707,9,724,744,0,0,0,0,0,0,0,0,2,0,55,35,0,0,25578,0,0,0,1,0,0,0,0,0,0,0,1
810000,Terror Blade,3,4,1,0,0,3,1000-0000-0000-0000,90,0,0,0,0,0,0,0,45,0,18749,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,1,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,326,0,0,0,0,0,0,0,0,2,0,58,38,0,0,0,810001,0,0,1,0,0,0,0,0,0,0,1
810001,Terror Blade +1,3,4,1,0,0,3,1000-0000-0000-0000,90,0,0,0,0,0,0,0,45,0,18749,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,1,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,325,333,0,0,0,0,0,0,0,0,2,0,58,38,0,0,810000,810002,0,0,1,0,0,0,0,0,0,0,1
810002,Terror Blade +2,3,4,1,0,0,3,1000-0000-0000-0000,90,0,0,0,0,0,0,0,45,0,18749,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,1,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,335,345,0,0,0,0,0,0,0,0,2,0,58,38,0,0,810001,810003,0,0,1,0,0,0,0,0,0,0,1
810003,Terror Blade +3,3,4,1,0,0,3,1000-0000-0000-0000,90,0,0,0,0,0,0,0,45,0,18749,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,1,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,351,362,0,0,0,0,0,0,0,0,2,0,58,38,0,0,810002,810004,0,0,1,0,0,0,0,0,0,0,1
810004,Terror Blade +4,3,4,1,0,0,3,1000-0000-0000-0000,90,0,0,0,0,0,0,0,45,0,18749,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,1,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,378,392,0,0,0,0,0,0,0,0,2,0,58,38,0,0,810003,810005,0,0,1,0,0,0,0,0,0,0,1
810005,Terror Blade +5,3,4,1,0,0,3,1000-0000-0000-0000,90,0,0,0,0,0,0,0,45,0,18749,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,1,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,418,433,0,0,0,0,0,0,0,0,2,0,58,38,0,0,810004,810006,0,0,1,0,0,0,0,0,0,0,1
810006,Terror Blade +6,3,4,1,0,0,3,1000-0000-0000-0000,90,0,0,0,0,0,0,0,45,0,18749,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,1,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,477,493,0,0,0,0,0,0,0,0,2,0,58,38,0,0,810005,810007,0,0,1,0,0,0,0,0,0,0,1
810007,Terror Blade +7,3,4,1,0,0,3,1000-0000-0000-0000,90,0,0,0,0,0,0,0,45,0,18749,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,1,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,560,580,0,0,0,0,0,0,0,0,2,0,58,38,0,0,810006,810008,0,0,1,0,0,0,0,0,0,0,1
810008,Terror Blade +8,3,4,1,0,0,3,1000-0000-0000-0000,90,0,0,0,0,0,0,0,45,0,18749,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,1,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,688,710,0,0,0,0,0,0,0,0,2,0,58,38,0,0,810007,810009,0,0,1,0,0,0,0,0,0,0,1
810009,Terror Blade +9,3,4,1,0,0,3,1000-0000-0000-0000,90,0,0,0,0,0,0,0,45,0,18749,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,1,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,905,930,0,0,0,0,0,0,0,0,2,0,58,38,0,0,810008,0,0,0,1,0,0,0,0,0,0,0,1
2429,Krisaor,0,4,1,0,0,3,1000-0000-0000-0000,89,0,0,0,0,0,0,1,48,0,23741,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2628,2628,2668,2668,2708,2708,0,297,303,0,0,0,0,0,0,0,0,2,0,62,40,0,0,0,25581,0,0,1,0,0,0,0,0,0,0,1
25581,Krisaor +1,0,4,1,0,0,3,1000-0000-0000-0000,89,0,0,0,0,0,0,1,48,0,23741,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2628,2628,2668,2668,2708,2708,1,302,309,0,0,0,0,0,0,0,0,2,0,62,40,0,0,2429,25582,0,0,1,0,0,0,0,0,0,0,1
25582,Krisaor +2,0,4,1,0,0,3,1000-0000-0000-0000,89,0,0,0,0,0,0,1,48,0,23741,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2628,2628,2668,2668,2708,2708,2,310,318,0,0,0,0,0,0,0,0,2,0,62,40,0,0,25581,25583,0,0,1,0,0,0,0,0,0,0,1
25583,Krisaor +3,0,4,1,0,0,3,1000-0000-0000-0000,89,0,0,0,0,0,0,1,48,0,23741,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2628,2628,2668,2668,2708,2708,3,323,332,0,0,0,0,0,0,0,0,2,0,62,40,0,0,25582,25584,0,0,1,0,0,0,0,0,0,0,1
25584,Krisaor +4,0,4,1,0,0,3,1000-0000-0000-0000,89,0,0,0,0,0,0,1,48,0,23741,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2628,2628,2668,2668,2708,2708,4,346,356,0,0,0,0,0,0,0,0,2,0,62,40,0,0,25583,25585,0,0,1,0,0,0,0,0,0,0,1
25585,Krisaor +5,0,4,1,0,0,3,1000-0000-0000-0000,89,0,0,0,0,0,0,1,48,0,23741,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2628,2628,2668,2668,2708,2708,5,379,390,0,0,0,0,0,0,0,0,2,0,62,40,0,0,25584,25586,0,0,1,0,0,0,0,0,0,0,1
25586,Krisaor +6,0,4,1,0,0,3,1000-0000-0000-0000,89,0,0,0,0,0,0,1,48,0,23741,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2628,2628,2668,2668,2708,2708,6,428,440,0,0,0,0,0,0,0,0,2,0,62,40,0,0,25585,25587,0,0,1,0,0,0,0,0,0,0,1
25587,Krisaor +7,0,4,1,0,0,3,1000-0000-0000-0000,89,0,0,0,0,0,0,1,48,0,23741,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2628,2628,2668,2668,2708,2708,7,497,512,0,0,0,0,0,0,0,0,2,0,62,40,0,0,25586,25588,0,0,1,0,0,0,0,0,0,0,1
25588,Krisaor +8,0,4,1,0,0,3,1000-0000-0000-0000,89,0,0,0,0,0,0,1,48,0,23741,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2628,2628,2668,2668,2708,2708,8,606,622,0,0,0,0,0,0,0,0,2,0,62,40,0,0,25587,25589,0,0,1,0,0,0,0,0,0,0,1
25589,Krisaor +9,0,4,1,0,0,3,1000-0000-0000-0000,89,0,0,0,0,0,0,1,48,0,23741,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2628,2628,2668,2668,2708,2708,9,790,809,0,0,0,0,0,0,0,0,2,0,62,40,0,0,25588,0,0,0,1,0,0,0,0,0,0,0,1
2430,Ashkelon,0,4,1,0,0,3,1000-0000-0000-0000,88,0,0,0,0,0,0,1,54,0,36737,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2629,2629,2669,2669,2709,2709,0,339,346,0,0,0,0,0,0,0,0,2,0,69,45,0,0,0,25591,0,0,1,0,0,0,0,0,0,0,1
25591,Ashkelon +1,0,4,1,0,0,3,1000-0000-0000-0000,88,0,0,0,0,0,0,1,54,0,36737,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2629,2629,2669,2669,2709,2709,1,344,352,0,0,0,0,0,0,0,0,2,0,69,45,0,0,2430,25592,0,0,1,0,0,0,0,0,0,0,1
25592,Ashkelon +2,0,4,1,0,0,3,1000-0000-0000-0000,88,0,0,0,0,0,0,1,54,0,36737,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2629,2629,2669,2669,2709,2709,2,352,361,0,0,0,0,0,0,0,0,2,0,69,45,0,0,25591,25593,0,0,1,0,0,0,0,0,0,0,1
25593,Ashkelon +3,0,4,1,0,0,3,1000-0000-0000-0000,88,0,0,0,0,0,0,1,54,0,36737,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2629,2629,2669,2669,2709,2709,3,365,375,0,0,0,0,0,0,0,0,2,0,69,45,0,0,25592,25594,0,0,1,0,0,0,0,0,0,0,1
25594,Ashkelon +4,0,4,1,0,0,3,1000-0000-0000-0000,88,0,0,0,0,0,0,1,54,0,36737,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2629,2629,2669,2669,2709,2709,4,389,400,0,0,0,0,0,0,0,0,2,0,69,45,0,0,25593,25595,0,0,1,0,0,0,0,0,0,0,1
25595,Ashkelon +5,0,4,1,0,0,3,1000-0000-0000-0000,88,0,0,0,0,0,0,1,54,0,36737,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2629,2629,2669,2669,2709,2709,5,423,436,0,0,0,0,0,0,0,0,2,0,69,45,0,0,25594,25596,0,0,1,0,0,0,0,0,0,0,1
25596,Ashkelon +6,0,4,1,0,0,3,1000-0000-0000-0000,88,0,0,0,0,0,0,1,54,0,36737,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2629,2629,2669,2669,2709,2709,6,473,488,0,0,0,0,0,0,0,0,2,0,69,45,0,0,25595,25597,0,0,1,0,0,0,0,0,0,0,1
25597,Ashkelon +7,0,4,1,0,0,3,1000-0000-0000-0000,88,0,0,0,0,0,0,1,54,0,36737,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2629,2629,2669,2669,2709,2709,7,545,563,0,0,0,0,0,0,0,0,2,0,69,45,0,0,25596,25598,0,0,1,0,0,0,0,0,0,0,1
25598,Ashkelon +8,0,4,1,0,0,3,1000-0000-0000-0000,88,0,0,0,0,0,0,1,54,0,36737,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2629,2629,2669,2669,2709,2709,8,660,679,0,0,0,0,0,0,0,0,2,0,69,45,0,0,25597,25599,0,0,1,0,0,0,0,0,0,0,1
25599,Ashkelon +9,0,4,1,0,0,3,1000-0000-0000-0000,88,0,0,0,0,0,0,1,54,0,36737,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2629,2629,2669,2669,2709,2709,9,855,878,0,0,0,0,0,0,0,0,2,0,69,45,0,0,25598,0,0,0,1,0,0,0,0,0,0,0,1
2431,Tirbin,0,4,1,0,0,3,1000-0000-0000-0000,87,0,0,0,0,0,0,1,60,0,125161,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2630,2630,2670,2670,2710,2710,0,383,391,0,0,0,0,0,0,0,0,2,0,76,50,0,0,0,25601,0,0,1,0,0,0,0,0,0,0,1
25601,Tirbin +1,0,4,1,0,0,3,1000-0000-0000-0000,87,0,0,0,0,0,0,1,60,0,125161,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2630,2630,2670,2670,2710,2710,1,388,397,0,0,0,0,0,0,0,0,2,0,76,50,0,0,2431,25602,0,0,1,0,0,0,0,0,0,0,1
25602,Tirbin +2,0,4,1,0,0,3,1000-0000-0000-0000,87,0,0,0,0,0,0,1,60,0,125161,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2630,2630,2670,2670,2710,2710,2,396,406,0,0,0,0,0,0,0,0,2,0,76,50,0,0,25601,25603,0,0,1,0,0,0,0,0,0,0,1
25603,Tirbin +3,0,4,1,0,0,3,1000-0000-0000-0000,87,0,0,0,0,0,0,1,60,0,125161,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2630,2630,2670,2670,2710,2710,3,409,421,0,0,0,0,0,0,0,0,2,0,76,50,0,0,25602,25604,0,0,1,0,0,0,0,0,0,0,1
25604,Tirbin +4,0,4,1,0,0,3,1000-0000-0000-0000,87,0,0,0,0,0,0,1,60,0,125161,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2630,2630,2670,2670,2710,2710,4,433,447,0,0,0,0,0,0,0,0,2,0,76,50,0,0,25603,25605,0,0,1,0,0,0,0,0,0,0,1
25605,Tirbin +5,0,4,1,0,0,3,1000-0000-0000-0000,87,0,0,0,0,0,0,1,60,0,125161,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2630,2630,2670,2670,2710,2710,5,468,484,0,0,0,0,0,0,0,0,2,0,76,50,0,0,25604,25606,0,0,1,0,0,0,0,0,0,0,1
25606,Tirbin +6,0,4,1,0,0,3,1000-0000-0000-0000,87,0,0,0,0,0,0,1,60,0,125161,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2630,2630,2670,2670,2710,2710,6,520,538,0,0,0,0,0,0,0,0,2,0,76,50,0,0,25605,25607,0,0,1,0,0,0,0,0,0,0,1
25607,Tirbin +7,0,4,1,0,0,3,1000-0000-0000-0000,87,0,0,0,0,0,0,1,60,0,125161,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2630,2630,2670,2670,2710,2710,7,595,617,0,0,0,0,0,0,0,0,2,0,76,50,0,0,25606,25608,0,0,1,0,0,0,0,0,0,0,1
25608,Tirbin +8,0,4,1,0,0,3,1000-0000-0000-0000,87,0,0,0,0,0,0,1,60,0,125161,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2630,2630,2670,2670,2710,2710,8,716,739,0,0,0,0,0,0,0,0,2,0,76,50,0,0,25607,25609,0,0,1,0,0,0,0,0,0,0,1
25609,Tirbin +9,0,4,1,0,0,3,1000-0000-0000-0000,87,0,0,0,0,0,0,1,60,0,125161,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2630,2630,2670,2670,2710,2710,9,922,949,0,0,0,0,0,0,0,0,2,0,76,50,0,0,25608,0,0,0,1,0,0,0,0,0,0,0,1
2432,Colada,0,4,1,0,0,3,1000-0000-0000-0000,86,0,0,0,0,0,0,1,66,0,126578,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2631,2631,2671,2671,2711,2711,0,428,437,0,0,0,0,0,0,0,0,2,0,84,54,0,0,0,25611,0,0,1,0,0,0,0,0,0,0,1
25611,Colada +1,0,4,1,0,0,3,1000-0000-0000-0000,86,0,0,0,0,0,0,1,66,0,126578,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2631,2631,2671,2671,2711,2711,1,433,443,0,0,0,0,0,0,0,0,2,0,84,54,0,0,2432,25612,0,0,1,0,0,0,0,0,0,0,1
25612,Colada +2,0,4,1,0,0,3,1000-0000-0000-0000,86,0,0,0,0,0,0,1,66,0,126578,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2631,2631,2671,2671,2711,2711,2,441,452,0,0,0,0,0,0,0,0,2,0,84,54,0,0,25611,25613,0,0,1,0,0,0,0,0,0,0,1
25613,Colada +3,0,4,1,0,0,3,1000-0000-0000-0000,86,0,0,0,0,0,0,1,66,0,126578,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2631,2631,2671,2671,2711,2711,3,455,467,0,0,0,0,0,0,0,0,2,0,84,54,0,0,25612,25614,0,0,1,0,0,0,0,0,0,0,1
25614,Colada +4,0,4,1,0,0,3,1000-0000-0000-0000,86,0,0,0,0,0,0,1,66,0,126578,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2631,2631,2671,2671,2711,2711,4,480,493,0,0,0,0,0,0,0,0,2,0,84,54,0,0,25613,25615,0,0,1,0,0,0,0,0,0,0,1
25615,Colada +5,0,4,1,0,0,3,1000-0000-0000-0000,86,0,0,0,0,0,0,1,66,0,126578,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2631,2631,2671,2671,2711,2711,5,516,531,0,0,0,0,0,0,0,0,2,0,84,54,0,0,25614,25616,0,0,1,0,0,0,0,0,0,0,1
25616,Colada +6,0,4,1,0,0,3,1000-0000-0000-0000,86,0,0,0,0,0,0,1,66,0,126578,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2631,2631,2671,2671,2711,2711,6,570,587,0,0,0,0,0,0,0,0,2,0,84,54,0,0,25615,25617,0,0,1,0,0,0,0,0,0,0,1
25617,Colada +7,0,4,1,0,0,3,1000-0000-0000-0000,86,0,0,0,0,0,0,1,66,0,126578,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2631,2631,2671,2671,2711,2711,7,648,669,0,0,0,0,0,0,0,0,2,0,84,54,0,0,25616,25618,0,0,1,0,0,0,0,0,0,0,1
25618,Colada +8,0,4,1,0,0,3,1000-0000-0000-0000,86,0,0,0,0,0,0,1,66,0,126578,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2631,2631,2671,2671,2711,2711,8,774,798,0,0,0,0,0,0,0,0,2,0,84,54,0,0,25617,25619,0,0,1,0,0,0,0,0,0,0,1
25619,Colada +9,0,4,1,0,0,3,1000-0000-0000-0000,86,0,0,0,0,0,0,1,66,0,126578,1,3,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2631,2631,2671,2671,2711,2711,9,991,1019,0,0,0,0,0,0,0,0,2,0,84,54,0,0,25618,0,0,0,1,0,0,0,0,0,0,0,1
